#BGC Name	Clan Number	Family Number
CP000736.1.region004	108	702
CP001844.2.region004	108	702
CP003045.1.region005	108	702
CP003603.1.region005	108	702
AP009552.1.region009	108	711
AP019314.1.region004	108	711
JXYX01000007.1.region001	108	711
AP018314.1.region003	108	729
AP018314.1.region004	108	730
AP018314.1.region007	108	733
AP009552.1.region007	108	735
AP019314.1.region002	108	735
BEYQ01000009.1.region001	108	735
CP020771.1.region006	108	735
JXYX01000019.1.region001	108	735
AQFP01000003.1.region001	108	745
ARHU01000003.1.region001	108	971
KB897773.1.region001	108	971
AUEV01000018.1.region003	108	1104
AUFD01000019.1.region002	108	1123
AUKN01000003.1.region002	108	1166
AUKN01000003.1.region004	108	1168
PEFS01000001.1.region011	108	1168
AUKN01000014.1.region001	108	1177
AUKO01000003.1.region003	108	1191
AUKO01000018.1.region001	108	1196
AUKQ01000006.1.region001	108	1253
AUKR01000007.1.region001	108	1275
AUKR01000007.1.region002	108	1276
AUKR01000010.1.region001	108	1277
AUKR01000014.1.region001	108	1279
AUKR01000016.1.region002	108	1282
AUKR01000036.1.region001	108	1287
AUKW01000001.1.region001	108	1292
AUKW01000003.1.region001	108	1299
AUKW01000003.1.region002	108	1300
AUKW01000010.1.region001	108	1305
AUKW01000019.1.region001	108	1310
AWEV01000046.1.region001	108	1329
AWEV01000047.1.region001	108	1330
AWEV01000114.1.region001	108	1339
AWEV01000244.1.region001	108	1344
AWEV01000328.1.region001	108	1350
AXCT02000033.1.region001	108	1358
AXCT02000035.1.region001	108	1359
AXCT02000071.1.region002	108	1367
AXCT02000362.1.region001	108	1379
AXCT02000499.1.region001	108	1384
AIIJ01001017.1.region001	108	1406
ARBB01000003.1.region008	108	1406
ARGG01000060.1.region005	108	1406
ARGH01000073.1.region001	108	1406
ARGJ01000064.1.region001	108	1406
ARGK01000104.1.region002	108	1406
AUGH01000017.1.region001	108	1406
AXVR01000034.1.region001	108	1406
AZVX01000004.1.region003	108	1406
AZVY01000002.1.region008	108	1406
AZWB01000004.1.region006	108	1406
AZWJ01000025.1.region001	108	1406
AZWQ01000005.1.region004	108	1406
AZXH01000017.1.region001	108	1406
JAASAV010000028.region002	108	1406
JAASAW010000062.region001	108	1406
JAASAX010000010.region001	108	1406
AXVU01000001.1.region001	108	1416
AXVU01000022.1.region001	108	1429
AXVU01000031.1.region001	108	1434
AXVU01000055.1.region001	108	1439
AZUS01000007.1.region001	108	1482
AZUS01000023.1.region001	108	1491
PPFB01000001.1.region017	108	1491
ABYX02000001.1.region023	108	1499
AL645882.2.region022	108	1499
AQPE01000075.1.region002	108	1499
ARIM01000059.1.region002	108	1499
ARJI01000056.1.region001	108	1499
AZUS01000042.1.region001	108	1499
AZXC01000017.1.region002	108	1499
BGC0000663.1	108	1499
CP003219.1.region019	108	1499
CP009124.1.region005	108	1499
CP011664.1.region019	108	1499
CP049782.1.region008	108	1499
DS999641.1.region006	108	1499
GG657758.1.region004	108	1499
JNLT01000002.1.region002	108	1499
JOIW01000005.1.region001	108	1499
KB846715.1.region002	108	1499
KB898270.1.region009	108	1499
KE354160.1.region001	108	1499
LNBE01000003.1.region005	108	1499
PPFB01000001.1.region007	108	1499
PTJS01000001.1.region007	108	1499
AZWL01000011.1.region002	108	1598
AZWL01000044.1.region001	108	1607
AZWL01000085.1.region001	108	1618
AZWZ01000009.1.region001	108	1649
AZWZ01000029.1.region001	108	1666
AQPE01000054.1.region001	108	1690
ARIM01000051.1.region001	108	1690
AZXC01000009.1.region002	108	1690
KB846732.1.region001	108	1690
KB898277.1.region001	108	1690
BA000019.2.region006	108	1761
CP000117.1.region013	108	1761
BA000019.2.region007	108	1762
BAFR01000022.1.region001	108	1776
BAFR01000030.1.region001	108	1779
BAFR01000059.1.region001	108	1781
BAFR01000073.1.region001	108	1784
BAGG01000051.1.region001	108	1784
BAFR01000121.1.region001	108	1792
BDBM01000035.1.region001	108	1792
BAFR01000189.1.region001	108	1805
BAGG01000019.1.region001	108	1827
BAGG01000061.1.region002	108	1836
BAGG01000078.1.region001	108	1839
BAGG01000093.1.region001	108	1840
BDAX01000002.1.region008	108	1866
BDAX01000017.1.region001	108	1877
LMFE01000001.1.region005	108	1877
BAFR01000063.1.region001	108	1887
BDAX01000036.1.region001	108	1887
LMFE01000002.1.region001	108	1887
BDBF01000001.1.region001	108	1888
BDBF01000026.1.region001	108	1903
BDBF01000029.1.region001	108	1905
BDCA01000019.1.region002	108	1905
BDBF01000036.1.region001	108	1910
BDBF01000044.1.region001	108	1913
BDBM01000003.1.region002	108	1924
BDBM01000014.1.region001	108	1935
BDBM01000018.1.region002	108	1938
BDBM01000032.1.region001	108	1943
BDBU01000002.1.region001	108	1957
BDBU01000002.1.region002	108	1958
BDBU01000003.1.region001	108	1960
BDBU01000013.1.region002	108	1968
BDBU01000013.1.region003	108	1969
BDBU01000023.1.region001	108	1976
BDBU01000035.1.region001	108	1981
BDBF01000011.1.region001	108	2002
BDCA01000010.1.region001	108	2002
BDCA01000018.1.region002	108	2007
BDCA01000035.1.region001	108	2014
BDCL01000038.1.region001	108	2034
BDCL01000060.1.region001	108	2041
BDCL01000060.1.region002	108	2042
c00030_gi1015...region002	108	2042
BDCL01000070.1.region001	108	2043
c00030_gi1015...region003	108	2043
BEYQ01000011.1.region002	108	2064
CP020771.1.region009	108	2064
BGC0000632.1	108	2688
KV411304.1.region018	108	2688
AUFD01000009.1.region002	108	2705
AUKQ01000006.1.region002	108	2705
BGC0000649.1	108	2705
BGC0000664.1	108	2705
KB897787.1.region003	108	2705
KB898992.1.region002	108	2705
PTJS01000001.1.region002	108	2705
BGC0000650.1	108	2706
CM001023.1.region002	108	2706
BGC0000654.1	108	2710
CM001165.1.region010	108	2710
AZUS01000036.1.region001	108	3136
BGC0001083.1	108	3136
CACA01000344.1.region001	108	3878
CACA01000373.1.region001	108	3885
CAFN01000056.1.region001	108	3890
CM001165.1.region001	108	3894
CM001165.1.region012	108	3905
CM001165.1.region015	108	3908
CM001775.1.region001	108	3913
CM001775.1.region003	108	3915
CM001775.1.region005	108	3917
CP000094.2.region004	108	3937
BA000019.2.region012	108	3949
CP000117.1.region004	108	3949
BA000019.2.region002	108	3956
CP000117.1.region011	108	3956
CP000378.1.region003	108	3974
ALIX01000005.1.region001	108	4025
AM747721.1.region004	108	4025
CP000379.1.region003	108	4025
CP000869.1.region005	108	4025
CP009793.1.region004	108	4025
CP009831.1.region004	108	4025
LAUA01000002.1.region001	108	4025
CP000870.1.region002	108	4028
CP000870.1.region003	108	4029
BGC0000661.1	108	4035
CP001037.1.region006	108	4035
CP001037.1.region007	108	4036
CP001037.1.region014	108	4043
CP001037.1.region018	108	4047
CP001287.1.region001	108	4053
CP001287.1.region002	108	4054
CP001287.1.region006	108	4058
CP001344.1.region008	108	4068
CP001344.1.region010	108	4070
CP001344.1.region011	108	4071
CP001683.1.region004	108	4078
CP001683.1.region005	108	4079
CP002198.1.region001	108	4093
CP002198.1.region002	108	4094
CP002198.1.region004	108	4096
CP002622.1.region007	108	4128
CP003219.1.region003	108	4153
CP003219.1.region012	108	4162
CP003219.1.region020	108	4170
CP003229.1.region007	108	4180
CP003229.1.region009	108	4182
CP003229.1.region012	108	4185
CP003229.1.region014	108	4187
CP003284.1.region007	108	4195
CP043056.1.region013	108	4195
VIKV01000181.1.region001	108	4195
VIKZ01000025.1.region001	108	4195
VILA01000026.1.region001	108	4195
CP003549.1.region007	108	4207
CP003594.1.region001	108	4215
CP003594.1.region002	108	4216
CP003594.1.region006	108	4220
CP003597.1.region002	108	4222
CP003600.1.region002	108	4234
CP003600.1.region015	108	4247
CP003610.1.region008	108	4261
CP003610.1.region011	108	4264
CP003630.1.region005	108	4270
CP003630.1.region009	108	4274
CP003642.1.region010	108	4284
CP003642.1.region011	108	4285
CP003642.1.region013	108	4287
CP003642.1.region014	108	4288
CP003642.1.region017	108	4291
CP003642.1.region019	108	4293
CP003646.1.region005	108	4303
CP003943.1.region001	108	4310
CP003943.1.region005	108	4314
CP003943.1.region006	108	4315
CP003943.1.region007	108	4316
CP003943.1.region008	108	4317
CP003944.1.region001	108	4321
CP003945.1.region003	108	4325
CP003946.1.region006	108	4331
CP008785.1.region005	108	4395
CP008785.1.region006	108	4396
CP009124.1.region001	108	4410
CP009124.1.region027	108	4436
AM747721.1.region006	108	4437
CP009793.1.region001	108	4437
LAUA01000002.1.region003	108	4437
AM747720.1.region003	108	4444
CP000380.1.region002	108	4444
CP000868.1.region001	108	4444
CP008785.1.region001	108	4444
CP009795.1.region001	108	4444
CP009832.1.region002	108	4444
LAUA01000017.1.region002	108	4444
ALIX01000215.1.region001	108	4447
AM747721.1.region008	108	4447
CP000379.1.region007	108	4447
CP000869.1.region001	108	4447
CP009793.1.region006	108	4447
CP009831.1.region001	108	4447
LAUA01000016.1.region003	108	4447
CP011382.1.region005	108	4460
CP011382.1.region008	108	4463
CP011664.1.region004	108	4467
CP011664.1.region005	108	4468
CP011664.1.region007	108	4470
CP011664.1.region010	108	4473
CP011664.1.region018	108	4481
CP011664.1.region026	108	4489
CP016836.1.region004	108	4499
CP017599.1.region025	108	4569
CP017708.1.region027	108	4569
CP020114.1.region007	108	4591
AP009552.1.region003	108	4605
AP019314.1.region010	108	4605
BEYQ01000006.1.region001	108	4605
CP020771.1.region010	108	4605
JXYX01000016.1.region001	108	4605
CP025018.1.region023	108	4628
CP025018.1.region028	108	4633
CP025018.1.region031	108	4636
CP025018.1.region034	108	4639
CP025018.1.region036	108	4641
CP025018.1.region041	108	4646
CP025018.1.region042	108	4647
ABYX02000001.1.region016	108	4671
ARJI01000039.1.region001	108	4671
CP032543.1.region019	108	4671
KB899004.1.region001	108	4671
KL370899.1.region001	108	4671
CP040916.1.region001	108	4683
CP040916.1.region003	108	4685
CP040916.1.region009	108	4691
CP040916.1.region014	108	4696
CP040916.1.region016	108	4698
AL645882.2.region012	108	4701
AZUS01000006.1.region001	108	4701
BGC0000660.1	108	4701
CP009124.1.region015	108	4701
CP040916.1.region019	108	4701
DS999641.1.region014	108	4701
GG657758.1.region012	108	4701
KE354250.1.region001	108	4701
PPFB01000001.1.region012	108	4701
CP040916.1.region024	108	4706
CP040916.1.region039	108	4721
CP040916.1.region043	108	4725
CP003285.1.region001	108	4732
CP043056.1.region007	108	4732
VIKV01000245.1.region001	108	4732
VIKY01000131.1.region001	108	4732
VIKZ01000002.1.region001	108	4732
VILA01000019.1.region002	108	4732
CP049782.1.region014	108	4753
CP049782.1.region015	108	4754
CP049782.1.region016	108	4755
DS999641.1.region009	108	4777
DS999641.1.region020	108	4788
FTMA01000001.1.region001	108	4826
FTMA01000001.1.region002	108	4827
GG657754.1.region007	108	4836
GG657754.1.region008	108	4837
GG657754.1.region013	108	4842
GG657754.1.region020	108	4849
GG657754.1.region021	108	4850
GG657754.1.region039	108	4868
GG657758.1.region005	108	4874
AL645882.2.region017	108	4876
CP009124.1.region010	108	4876
DS999641.1.region011	108	4876
GG657758.1.region007	108	4876
PPFB01000001.1.region010	108	4876
JAACKE010000001.region015	108	5047
JAACKE010000002.region002	108	5050
JAACKE010000003.region002	108	5056
JAACKE010000003.region008	108	5062
JAACKE010000004.region003	108	5066
JAAFZY010000005.region001	108	5074
JAAHFO010000077.region001	108	5086
JAAHFT010000136.region001	108	5123
JAAHFT010000192.region001	108	5125
JAAHFT010000438.region001	108	5128
JAAHFT010000623.region001	108	5131
JAAHFT010001062.region001	108	5135
JAAHFV010000005.region001	108	5138
JAAHGI010000010.region001	108	5231
JAAHGS010000034.region001	108	5231
JAAHHJ010000005.region001	108	5231
JAAHGI010000072.region001	108	5242
JAAHGI010000098.region001	108	5245
JAAHGI010000349.region001	108	5247
JAAHGL010000062.region001	108	5275
JAAHGL010000074.region001	108	5277
JAAHGL010000205.region001	108	5287
CP017708.1.region009	108	5311
JAAHFV010000049.region001	108	5311
JAAHFZ010000010.region001	108	5311
JAAHGN010000197.region001	108	5311
JAAHHD010000035.region001	108	5311
JAAHHE010000082.region001	108	5311
JAAHHK010001370.region001	108	5311
JAAHIH010000005.region006	108	5311
MKZR01000001.1.region007	108	5311
JAAHGO010000001.region001	108	5339
JAAHFO010000166.region001	108	5365
JAAHGQ010000001.region001	108	5365
JAAHGZ010000083.region001	108	5365
JAAHFO010000022.region001	108	5366
JAAHGQ010000020.region001	108	5366
JAAHGQ010000366.region001	108	5391
JAAHGT010000063.region001	108	5430
JAAHFW010000028.region001	108	5437
JAAHGB010000066.region001	108	5437
JAAHGO010000020.region002	108	5437
JAAHGT010000113.region001	108	5437
JAAHGU010000018.region001	108	5437
JAAHGX010000023.region001	108	5437
JAAHGT010000150.region001	108	5438
JAAHGV010000162.region001	108	5473
JAAHGV010000225.region001	108	5478
JAAHGV010000985.region001	108	5488
JAAHFW010000002.region002	108	5498
JAAHGB010000005.region001	108	5498
JAAHGO010000012.region001	108	5498
JAAHGU010000010.region001	108	5498
JAAHGX010000002.region001	108	5498
JAAHHA010000424.region001	108	5498
JAAHHG010000209.region001	108	5498
JAAHFW010000005.region001	108	5501
JAAHGB010000090.region001	108	5501
JAAHGK010000495.region001	108	5501
JAAHGU010000127.region001	108	5501
JAAHGX010000012.region001	108	5501
JAAHHA010000586.region001	108	5501
JAAHGX010000408.region001	108	5521
JAAHGY010000030.region001	108	5525
JAAHGY010000222.region001	108	5533
JAAHGY010000373.region001	108	5537
JAAHGY010000937.region001	108	5547
JAAHGZ010000611.region001	108	5583
JAAHGZ010000901.region001	108	5589
JAAHHA010001074.region001	108	5613
JAAHHA010003701.region001	108	5618
CP017599.1.region030	108	5628
CP017708.1.region031	108	5628
JAAHFV010000088.region001	108	5628
JAAHFZ010000035.region001	108	5628
JAAHGN010000053.region001	108	5628
JAAHHD010000011.region002	108	5628
JAAHHE010000176.region001	108	5628
JAAHIG010000242.region001	108	5628
JAAHIH010000003.region001	108	5628
MKZR01000001.1.region020	108	5628
MKZS01000001.1.region024	108	5628
JAAHHE010000733.region001	108	5693
JAAHHG010000515.region001	108	5734
JAAHHG010000580.region001	108	5736
JAAHGK010000612.region001	108	5791
JAAHHF010002076.region001	108	5791
JAAHHI010000513.region001	108	5791
JAAHHK010002030.region001	108	5841
JAAHHK010000503.region001	108	5869
JAAHHM010000198.region001	108	5869
JAAHIF010000584.region001	108	5869
JAAHIA010000204.region001	108	5878
JAAHIA010000356.region001	108	5879
JAAHIB010000034.region001	108	5880
JAAHIC010000049.region001	108	5887
JAAHIC010000217.region001	108	5890
JAAHIH010000004.region005	108	6005
JAAHIH010000009.region001	108	6025
JAAHII010000001.region001	108	6031
JAAHII010000001.region004	108	6034
JAAHII010000001.region009	108	6039
JAASAW010000007.region001	108	6079
JAASAX010000011.region001	108	6079
ARBB01000004.1.region009	108	6112
JAASAV010000008.region001	108	6112
JAASAW010000005.region001	108	6112
JAASAX010000007.region002	108	6112
JABTEX010000003.region007	108	6155
JABTEY010000002.region009	108	6155
JABTEX010000005.region002	108	6160
JABTEY010000001.region006	108	6168
JABTEY010000002.region005	108	6177
JABTEY010000002.region012	108	6184
JABTEX010000004.region001	108	6199
JABTEY010000001.region008	108	6199
JABTEZ010000002.region005	108	6199
JABTEZ010000003.region001	108	6202
JABTEZ010000003.region005	108	6206
JABTEZ010000005.region002	108	6210
JACHIZ010000001.region001	108	6216
MDRX01000001.1.region014	108	6216
JACHIZ010000001.region002	108	6217
MDRX01000001.1.region015	108	6217
JACHIZ010000001.region009	108	6224
MDRX01000001.1.region005	108	6224
JACHIZ010000001.region015	108	6230
MDRX01000001.1.region011	108	6230
SHKZ01000001.1.region003	108	6230
JACONN010000003.region002	108	6239
JACONN010000006.region001	108	6241
JAIY01000003.1.region001	108	6249
JAIY01000003.1.region007	108	6255
JAIY01000004.1.region002	108	6257
JAIY01000016.1.region002	108	6277
JAIY01000016.1.region003	108	6278
JAIY01000016.1.region005	108	6280
JAIY01000020.1.region001	108	6284
JAIY01000020.1.region002	108	6285
JFDM01000213.1.region002	108	6322
JFDM01000312.1.region001	108	6325
JFDM01000320.1.region001	108	6328
JFDM01000435.1.region001	108	6334
JFDN01000133.1.region001	108	6341
JFDN01000192.1.region001	108	6344
JFDN01000240.1.region001	108	6346
JH976537.1.region001	108	6384
JH976537.1.region004	108	6387
JH976537.1.region005	108	6388
JH976537.1.region006	108	6389
JH980292.1.region003	108	6392
JH992898.1.region003	108	6408
KE650771.1.region009	108	6408
JH992898.1.region006	108	6411
JH992898.1.region011	108	6416
JH992901.1.region002	108	6419
JH992901.1.region004	108	6421
JH992901.1.region005	108	6422
JH993797.1.region003	108	6436
JH993797.1.region010	108	6443
JMCC02000026.1.region001	108	6450
JMCC02000028.1.region001	108	6452
JMCC02000046.1.region002	108	6456
PVNL01000051.1.region001	108	6456
JMCC02000066.1.region001	108	6461
PVNL01000057.1.region001	108	6461
JMCC02000107.1.region001	108	6471
ARHR01000083.1.region001	108	6491
ARHU01000059.1.region001	108	6491
AUKP01000006.1.region001	108	6491
AZWZ01000005.1.region002	108	6491
JNID01000002.1.region002	108	6491
KB897369.1.region001	108	6491
KB897629.1.region001	108	6491
KB897722.1.region001	108	6491
KI911510.1.region002	108	6491
PGEW01000001.1.region001	108	6491
SHLF01000001.1.region007	108	6491
ARHR01000084.1.region001	108	6494
ARHU01000072.1.region001	108	6494
AUKP01000024.1.region002	108	6494
AZWL01000006.1.region001	108	6494
AZWZ01000002.1.region001	108	6494
JNID01000006.1.region002	108	6494
KB897368.1.region001	108	6494
KB897620.1.region003	108	6494
KB897713.1.region001	108	6494
KL370764.1.region002	108	6494
PGEW01000001.1.region008	108	6494
SHLF01000001.1.region017	108	6494
ARHR01000066.1.region001	108	6519
ARHU01000044.1.region001	108	6519
AUKP01000019.1.region001	108	6519
AZWZ01000019.1.region001	108	6519
JNID01000029.1.region001	108	6519
KB897385.1.region001	108	6519
KB897650.1.region001	108	6519
KB897734.1.region001	108	6519
PGEW01000003.1.region003	108	6519
SHLF01000001.1.region012	108	6519
ARHR01000043.1.region001	108	6526
ARHU01000032.1.region001	108	6526
AUKP01000052.1.region001	108	6526
AZWL01000052.1.region001	108	6526
AZWZ01000059.1.region001	108	6526
JNID01000049.1.region001	108	6526
KB897408.1.region001	108	6526
KB897660.1.region001	108	6526
KB897746.1.region001	108	6526
PGEW01000005.1.region001	108	6526
SHLF01000001.1.region006	108	6526
BGC0000658.1	108	6556
JNLT01000018.1.region001	108	6556
JOIW01000014.1.region001	108	6556
ABYX02000001.1.region004	108	6557
ARJI01000035.1.region001	108	6557
CP032543.1.region006	108	6557
JNLT01000019.1.region001	108	6557
KB899007.1.region001	108	6557
CP032543.1.region002	108	6561
JNLT01000022.1.region002	108	6561
JNYZ01000007.1.region002	108	6585
JNYZ01000010.1.region002	108	6588
JNYZ01000020.1.region002	108	6595
JOIW01000002.1.region001	108	6604
JOIW01000003.1.region001	108	6607
JOIW01000013.1.region002	108	6625
JQMD01000002.1.region005	108	6638
JQMD01000002.1.region007	108	6640
KB217478.1.region010	108	6661
KB217478.1.region012	108	6663
KB217478.1.region014	108	6665
KB217478.1.region021	108	6672
KB235914.1.region005	108	6687
KB235922.1.region008	108	6703
KB235922.1.region012	108	6707
KB235922.1.region013	108	6708
KB235930.1.region003	108	6714
KB235930.1.region004	108	6715
KB235930.1.region008	108	6719
KB235941.1.region001	108	6724
KB235942.1.region001	108	6726
KB235944.1.region001	108	6727
KB235948.1.region008	108	6735
AQPE01000075.1.region004	108	6749
ARIM01000058.1.region007	108	6749
ARJI01000053.1.region002	108	6749
AZXC01000014.1.region001	108	6749
CP049782.1.region001	108	6749
JOIW01000005.1.region004	108	6749
KB846715.1.region004	108	6749
KB898270.1.region007	108	6749
AQPE01000075.1.region005	108	6750
ARIM01000058.1.region006	108	6750
AZXC01000014.1.region002	108	6750
KB846715.1.region005	108	6750
KB898270.1.region006	108	6750
ARHR01000089.1.region002	108	6846
ARHU01000068.1.region001	108	6846
AUKP01000008.1.region001	108	6846
JNID01000001.1.region001	108	6846
KB897364.1.region002	108	6846
KB897627.1.region001	108	6846
KB897717.1.region001	108	6846
PGEW01000001.1.region006	108	6846
SHLF01000002.1.region001	108	6846
ARHR01000064.1.region001	108	6909
ARHU01000037.1.region001	108	6909
AUKP01000030.1.region001	108	6909
AZWZ01000049.1.region001	108	6909
JNID01000009.1.region001	108	6909
KB897387.1.region001	108	6909
KB897646.1.region001	108	6909
KB897741.1.region001	108	6909
PGEW01000001.1.region011	108	6909
SHLF01000004.1.region003	108	6909
KB897778.1.region003	108	6929
KB897782.1.region003	108	6934
KB897787.1.region002	108	6943
KB898222.1.region001	108	6955
KB898227.1.region001	108	6962
KE354156.1.region001	108	7065
KE354204.1.region001	108	7071
KE354221.1.region001	108	7076
KE384251.1.region001	108	7116
KE384252.1.region001	108	7117
KE384253.1.region001	108	7118
KE384503.1.region002	108	7125
KE384504.1.region001	108	7126
KE384504.1.region003	108	7128
KE384521.1.region001	108	7129
KE650771.1.region002	108	7136
JH992898.1.region007	108	7139
KE650771.1.region005	108	7139
KE650771.1.region007	108	7141
KI911459.1.region001	108	7168
KI912149.1.region001	108	7182
KI912151.1.region001	108	7186
KI912154.1.region001	108	7193
KI913949.1.region005	108	7199
KI913949.1.region006	108	7200
KI928192.1.region004	108	7204
KI928193.1.region001	108	7205
VILB01000032.1.region001	108	7205
VILC01000094.1.region001	108	7205
KI931797.1.region001	108	7221
KI931994.1.region001	108	7234
KV411303.1.region004	108	7261
KV411303.1.region007	108	7264
KV411303.1.region011	108	7268
KV411304.1.region004	108	7274
KV411304.1.region006	108	7276
KV411304.1.region008	108	7278
KV411304.1.region019	108	7289
KV878783.1.region005	108	7300
LGTG01000157.1.region001	108	7316
LGTG01000356.1.region001	108	7318
LGTG01000401.1.region001	108	7319
LMFE01000001.1.region001	108	7321
BDAX01000006.1.region001	108	7336
LMFE01000007.1.region002	108	7336
LMFE01000009.1.region001	108	7342
LNBE01000001.1.region002	108	7349
LNBE01000002.1.region001	108	7351
LNBE01000002.1.region003	108	7353
LNBE01000002.1.region009	108	7359
LNBE01000003.1.region006	108	7368
LNBE01000003.1.region011	108	7373
LNBE01000003.1.region014	108	7376
LNBE01000003.1.region016	108	7378
LNBE01000004.1.region002	108	7385
LNBE01000004.1.region004	108	7387
LOIC01000044.1.region001	108	7401
LOMY01000031.1.region001	108	7420
LXQD01000065.1.region001	108	7461
LXQD01000297.1.region001	108	7472
LXQD01000317.1.region001	108	7478
LXQD01000328.1.region002	108	7481
LXQD01000350.1.region001	108	7486
JACHIZ010000001.region007	108	7489
MDRX01000001.1.region003	108	7489
MKJZ01000011.1.region001	108	7548
MKKI01000044.1.region001	108	7552
MKKI01000046.1.region002	108	7554
NJCW01000041.1.region001	108	7868
NJGH01000070.1.region001	108	7909
PEFS01000001.1.region002	108	8007
PEFS01000001.1.region012	108	8017
PEFS01000001.1.region015	108	8020
PEFS01000001.1.region026	108	8031
PEFS01000001.1.region029	108	8034
ARHR01000069.1.region001	108	8059
ARHU01000045.1.region001	108	8059
AUEV01000002.1.region002	108	8059
AUFD01000005.1.region001	108	8059
AUKN01000002.1.region003	108	8059
AUKP01000018.1.region001	108	8059
AUKQ01000004.1.region001	108	8059
AUKW01000002.1.region003	108	8059
AXVU01000007.1.region002	108	8059
AZWL01000001.1.region004	108	8059
AZWZ01000031.1.region001	108	8059
JNID01000036.1.region002	108	8059
KB897382.1.region001	108	8059
KB897636.1.region001	108	8059
KB897733.1.region001	108	8059
KE384246.1.region002	108	8059
PEFS01000001.1.region023	108	8059
PGEW01000002.1.region007	108	8059
SHLF01000001.1.region005	108	8059
PJMP01000001.1.region007	108	8078
PJMP01000001.1.region012	108	8083
PJMP01000001.1.region016	108	8087
PJMP01000001.1.region017	108	8088
PPTR01000002.1.region001	108	8119
PPTS01000004.1.region001	108	8121
PPXO01000112.1.region001	108	8227
PPXO01000548.1.region001	108	8242
PPXO01001087.1.region001	108	8253
PTJS01000001.1.region011	108	8267
JOIW01000015.1.region001	108	8273
PTJS01000001.1.region017	108	8273
JOIW01000001.1.region002	108	8281
PTJS01000001.1.region025	108	8281
PTJS01000001.1.region032	108	8288
PTJS01000001.1.region034	108	8290
PVNK01000005.1.region001	108	8292
PVNK01000046.1.region001	108	8296
PVNK01000047.1.region001	108	8297
JMCC02000120.1.region001	108	8303
PVNK01000112.1.region001	108	8303
PVNL01000015.1.region001	108	8303
PVNK01000136.1.region001	108	8306
PVNK01000227.1.region001	108	8321
PVNL01000034.1.region001	108	8333
PVNL01000096.1.region001	108	8347
PVNL01000097.1.region001	108	8348
PVNL01000122.1.region001	108	8355
JMCC02000007.1.region001	108	8359
PVNL01000135.1.region001	108	8359
JMCC02000170.1.region001	108	8360
PVNL01000135.1.region002	108	8360
PVNL01000138.1.region001	108	8361
QCYM01000001.1.region002	108	8368
QKWM01000001.1.region001	108	8372
QKWM01000001.1.region006	108	8377
QKWM01000004.1.region001	108	8382
QKWM01000004.1.region004	108	8385
SHKZ01000001.1.region002	108	8405
SHKZ01000001.1.region008	108	8411
SHKZ01000001.1.region014	108	8417
ARHR01000074.1.region001	108	8447
ARHU01000048.1.region001	108	8447
AZWZ01000001.1.region001	108	8447
JNID01000011.1.region001	108	8447
KB897377.1.region001	108	8447
KB897633.1.region001	108	8447
KB897730.1.region001	108	8447
SHLF01000003.1.region005	108	8447
VIKX01000020.1.region001	108	8477
