Clustername 1	Clustername 2	Raw distance	Squared similarity	Jaccard index	DSS index	Adjacency index	raw DSS non-anchor	raw DSS anchor	Non-anchor domains	Anchor domains	Combined group	Shared group
c01266_NODE_12...region001	c03194_NODE_31...region001	0.1276017278432846	0.7610787153244019	1.0	0.8723982572555542	1.0	0.18799999356269836	0.09740259498357773	2	1	NRPS-like - NRPS-like	NRPS-like
c00060_NODE_60...region001	c00114_NODE_11...region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	34	1	NRPS-like - NRPS-like	NRPS-like
c01550_NODE_15...region001	c03244_NODE_32...region001	0.2842048108577728	0.5123627185821533	0.5	0.7157951593399048	0.5	1.0	0.1649056226015091	2	3	NRPS - NRPS	NRPS
c02000_NODE_20...region001	c02153_NODE_21...region001	0.12699858844280243	0.7621314525604248	0.75	0.8730013966560364	0.6666666865348816	0.12699858844280243	0.0	3	0	NRPS-like - NRPS-like	NRPS-like
c01088_NODE_10...region001	c01604_NODE_16...region001	0.125	0.765625	0.800000011920929	0.875	0.75	0.25	0.0	4	1	NRPS-like - NRPS-like	NRPS-like
AZWZ01000015.1.region002	KB897364.1.region001	0.05616177245974541	0.8908305764198303	0.84375	0.9438382387161255	0.8108108043670654	0.07042790949344635	0.04087663069367409	30	7	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
c02392_NODE_23...region001	c05596_NODE_55...region001	0.28022876381874084	0.518070638179779	1.0	0.7197712659835815	1.0	0.007352941203862429	0.4166666567325592	2	1	NRPS-like - NRPS-like	NRPS-like
c04755_NODE_47...region001	c05784_NODE_57...region001	0.1251586675643921	0.7653473615646362	1.0	0.8748413324356079	1.0	0.22162985801696777	0.07692307978868484	2	1	NRPS-like - NRPS-like	NRPS-like
c00112_NODE_11...region001	c00118_NODE_11...region001	0.05538126081228256	0.892304539680481	0.9090909361839294	0.9446187615394592	0.8857142925262451	0.06230391934514046	0.0	32	1	NRPS-like - NRPS-like	NRPS-like
GL383125.1.region002	GL383810.1.region001	0.02719624899327755	0.9463471174240112	1.0	0.9728037714958191	1.0	0.01875292882323265	0.039861228317022324	18	3	NRPS - NRPS	NRPS
GL383502.1.region001	GL383635.1.region001	0.11579984426498413	0.78180992603302	0.8500000238418579	0.8842001557350159	0.8636363744735718	0.16019071638584137	0.038115836679935455	21	3	NRPS - NRPS	NRPS
c00610_NODE_61...region001	c01254_NODE_12...region001	0.1716112494468689	0.6862279176712036	0.6666666865348816	0.8283887505531311	0.6000000238418579	0.32673898339271545	0.016483517363667488	4	1	NRPS-like - NRPS-like	NRPS-like
c00067_NODE_67...region001	c00122_NODE_12...region001	0.13413751125335693	0.7497178316116333	0.8571428656578064	0.8658624887466431	0.7857142686843872	0.16465790569782257	0.03494623675942421	13	1	NRPS - NRPS-like	
c00275_NODE_27...region001	c00288_NODE_28...region001	0.07362768799066544	0.8581656813621521	0.8999999761581421	0.9263722896575928	0.699999988079071	0.09115777909755707	0.038567494601011276	8	1	NRPS-like - NRPS-like	NRPS-like
GL383158.1.region001	GL384389.1.region001	0.08185336738824844	0.8429932594299316	1.0	0.9181466102600098	1.0	0.10876546800136566	0.06839732080698013	6	3	NRPS - NRPS	NRPS
c01715_NODE_17...region001	c02894_NODE_28...region001	0.04255138710141182	0.9167078733444214	1.0	0.9574486017227173	1.0	0.06611569970846176	0.03076923079788685	2	1	NRPS-like - NRPS-like	NRPS-like
c02510_NODE_25...region001	c02624_NODE_26...region001	0.2770083248615265	0.5227169990539551	0.6666666865348816	0.7229917049407959	0.5	0.0	0.3462603986263275	1	1	NRPS-like - NRPS-like	NRPS-like
c00585_NODE_58...region001	c01806_NODE_18...region001	0.2608191668987274	0.5463883280754089	0.3333333432674408	0.739180862903595	0.20000000298023224	1.0	0.07602394372224808	2	2	NRPS - NRPS-like	
c00901_NODE_90...region001	c02302_NODE_23...region001	0.245248943567276	0.5696491599082947	1.0	0.7547510862350464	1.0	0.0	0.26568636298179626	1	3	NRPS - NRPS	NRPS
BGC0000996.1	CM001165.1.region013	0.04657448083162308	0.9090202450752258	0.9375	0.9534255266189575	0.7777777910232544	0.08747842162847519	0.013340032659471035	13	4	NRPS.T1PKS - nrps.t1pks	
BGC0001216.1	KB898240.1.region001	0.08557052165269852	0.8361812829971313	0.9166666865348816	0.9144294857978821	0.8064516186714172	0.08911751955747604	0.08291026949882507	24	8	NRPS-like.NRPS.lanthipeptide.T1PKS - nrps.t1pks	
c00406_NODE_40...region001	c00454_NODE_45...region001	0.03148892894387245	0.9380136728286743	0.75	0.9685110449790955	0.7142857313156128	0.05668007582426071	0.0	5	1	NRPS-like - NRPS-like	NRPS-like
c01154_NODE_11...region001	c02432_NODE_24...region001	0.276651531457901	0.5232329964637756	0.75	0.7233484387397766	0.6666666865348816	0.40807732939720154	0.1780821979045868	3	1	NRPS-like - NRPS-like	NRPS-like
c00322_NODE_32...region001	c00669_NODE_66...region001	0.13209110498428345	0.7532658576965332	0.8888888955116272	0.8679088950157166	0.875	0.2724947929382324	0.00923787523061037	7	2	NRPS - NRPS	NRPS
c01846_NODE_18...region001	c04057_NODE_40...region001	0.1341852992773056	0.7496351003646851	1.0	0.8658146858215332	1.0	0.0	0.201277956366539	2	1	NRPS-like - NRPS-like	NRPS-like
c00406_NODE_40...region001	c00431_NODE_43...region001	0.17616087198257446	0.6787108778953552	0.4545454680919647	0.8238391280174255	0.3636363744735718	0.3148917853832245	0.002747252816334367	5	1	NRPS-like - NRPS-like	NRPS-like
c00613_NODE_61...region001	c01304_NODE_13...region001	0.2870433032512665	0.5083072781562805	0.800000011920929	0.7129567265510559	0.75	0.3395061790943146	0.26736971735954285	3	2	NRPS - NRPS	NRPS
c03260_NODE_32...region001	c03879_NODE_38...region001	0.1993769407272339	0.6409972906112671	0.6666666865348816	0.8006230592727661	0.5	0.0	0.24922119081020355	1	1	NRPS - NRPS-like	
c00820_NODE_82...region001	c01260_NODE_12...region001	0.2188337743282318	0.6102206707000732	0.5714285969734192	0.7811661958694458	0.5	0.25	0.18766756355762482	4	1	NRPS-like - NRPS-like	NRPS-like
CP003284.1.region005	CP043056.1.region011	0.2765541076660156	0.5233739614486694	0.6279069781303406	0.7234458923339844	0.5769230723381042	0.34760284423828125	0.21327632665634155	57	16	NRPS - NRPS	NRPS
c01124_NODE_11...region001	c01225_NODE_12...region001	0.12755101919174194	0.7611672282218933	1.0	0.8724489808082581	1.0	0.005102040711790323	0.25	4	1	NRPS-like - NRPS-like	NRPS-like
c03260_NODE_32...region001	c03409_NODE_34...region001	0.1919003129005432	0.6530250906944275	0.5	0.8080996870994568	0.3333333432674408	0.0	0.23987539112567902	1	1	NRPS - NRPS-like	
c02121_NODE_21...region001	c03871_NODE_38...region001	0.0020833334419876337	0.9958376884460449	1.0	0.9979166388511658	1.0	0.0	0.0026041667442768812	1	1	NRPS - NRPS-like	
GL383727.1.region001	GL384508.1.region002	0.05668995529413223	0.8898338675498962	0.95652174949646	0.943310022354126	0.8846153616905212	0.06553609669208527	0.03899766877293587	24	3	NRPS - NRPS	NRPS
GL383669.1.region001	GL383727.1.region001	0.009251181967556477	0.9815832376480103	1.0	0.9907488226890564	1.0	0.012987884692847729	0.0017777777975425124	24	3	NRPS - NRPS	NRPS
c01888_NODE_18...region001	c01965_NODE_19...region001	0.2462361752986908	0.5681599378585815	1.0	0.7537638545036316	1.0	0.09704184532165527	0.32083332538604736	2	1	NRPS-like - NRPS-like	NRPS-like
c02009_NODE_20...region001	c02946_NODE_29...region001	0.27624309062957764	0.5238240361213684	0.6666666865348816	0.7237569093704224	0.5	0.0	0.34530386328697205	1	1	NRPS-like - NRPS-like	NRPS-like
c01142_NODE_11...region001	c01555_NODE_15...region001	0.29155123233795166	0.5018996596336365	0.6000000238418579	0.7084487676620483	0.5	0.5	0.08310249447822571	4	1	NRPS - NRPS-like	
VIKY01000297.1.region001	VIKZ01000011.1.region001	0.011174752376973629	0.9777753949165344	0.875	0.988825261592865	0.8333333134651184	0.0117548368871212	0.011002539657056332	19	16	NRPS.betalactone - NRPS.betalactone	NRPS.betalactone
GL384071.1.region001	GL384112.1.region001	0.013639627024531364	0.972906768321991	1.0	0.9863603711128235	1.0	0.03182579576969147	0.0	9	3	NRPS - NRPS	NRPS
GL383169.1.region001	GL383213.1.region001	0.022533752024173737	0.9554402828216553	1.0	0.9774662256240845	1.0	0.008107546716928482	0.03335340693593025	9	3	NRPS - NRPS	NRPS
GL383100.1.region001	GL383688.1.region001	0.020588716492056847	0.9592464566230774	1.0	0.9794113039970398	1.0	0.017202358692884445	0.027361435815691948	24	3	NRPS - NRPS	NRPS
GL383465.1.region001	GL383502.1.region001	0.008392434567213058	0.9832855463027954	0.8500000238418579	0.9916075468063354	0.8636363744735718	0.013987391255795956	0.0	18	3	NRPS - NRPS	NRPS
c06184_NODE_61...region001	c08463_NODE_84...region001	0.1367521435022354	0.7451968789100647	1.0	0.8632478713989258	1.0	0.0	0.20512820780277252	2	1	NRPS-like - NRPS-like	NRPS-like
GL383100.1.region001	GL383283.1.region001	0.050551608204841614	0.9014522433280945	0.9583333134651184	0.9494484066963196	0.8888888955116272	0.057309649884700775	0.03647235408425331	25	3	NRPS - NRPS	NRPS
GL383459.1.region002	GL383688.1.region001	0.023086732253432274	0.9543595314025879	1.0	0.9769132733345032	1.0	0.015131264925003052	0.03899766877293587	24	3	NRPS - NRPS	NRPS
c04940_NODE_49...region001	c08816_NODE_88...region001	0.23221249878406525	0.5894976258277893	1.0	0.767787516117096	1.0	0.0	0.23221249878406525	0	2	NRPS - NRPS	NRPS
BGC0001667.1	JH992893.1.region003	0.13407684862613678	0.7498229146003723	0.8888888955116272	0.8659231662750244	0.9259259104728699	0.147254079580307	0.12863406538963318	38	23	NRPS.T1PKS - nrps.t1pks	
c00723_NODE_72...region001	c01971_NODE_19...region001	0.22131875157356262	0.6063445210456848	0.6000000238418579	0.7786812782287598	0.5	0.5090439319610596	0.005524862091988325	3	1	NRPS-like - NRPS-like	NRPS-like
c05663_NODE_56...region001	c06985_NODE_69...region001	0.2857142984867096	0.5102040767669678	1.0	0.7142857313156128	1.0	0.0	0.4285714328289032	2	1	NRPS-like - NRPS-like	NRPS-like
c00021_NODE_21...region001	c00145_NODE_14...region001	0.1595994383096695	0.706273078918457	0.7352941036224365	0.8404005765914917	0.6388888955116272	0.17679297924041748	0.03494623675942421	29	1	NRPS-like - NRPS-like	NRPS-like
GL383283.1.region001	GL383810.1.region001	0.016368376091122627	0.967531144618988	0.95652174949646	0.9836316108703613	0.8846153616905212	0.01615491695702076	0.016777504235506058	23	3	NRPS - NRPS	NRPS
GL383364.1.region002	GL383669.1.region001	0.00027443040744401515	0.999451220035553	1.0	0.9997255802154541	1.0	0.0004116455966141075	0.0	24	3	NRPS - NRPS	NRPS
c00047_NODE_47...region001	c00113_NODE_11...region001	0.1344461590051651	0.7491834759712219	0.8571428656578064	0.8655538558959961	0.8571428656578064	0.14886431396007538	0.008287292905151844	35	1	NRPS-like - NRPS-like	NRPS-like
c00696_NODE_69...region001	c01224_NODE_12...region001	0.2888801097869873	0.5056915283203125	0.4000000059604645	0.7111198902130127	0.25	0.6666666865348816	0.005540166050195694	3	1	NRPS-like - NRPS-like	NRPS-like
c04073_NODE_40...region001	c05189_NODE_51...region001	0.22436738014221191	0.6016059517860413	0.6666666865348816	0.7756326198577881	0.5	0.09090909361839294	0.25773194432258606	1	1	NRPS-like - NRPS-like	NRPS-like
c02434_NODE_24...region001	c07678_NODE_76...region001	0.2848837077617645	0.511391282081604	0.6000000238418579	0.7151162624359131	0.5	0.5	0.06976744532585144	4	1	NRPS-like - NRPS-like	NRPS-like
GL383596.1.region002	GL383727.1.region001	0.023961955681443214	0.952650249004364	1.0	0.9760380387306213	1.0	0.029262538999319077	0.01336078904569149	24	3	NRPS - NRPS	NRPS
c00838_NODE_83...region001	c02003_NODE_20...region001	0.24609734117984772	0.5683692097663879	0.6666666865348816	0.7539026737213135	0.5	0.5454545617103577	0.09641873091459274	2	1	NRPS-like - NRPS-like	NRPS-like
c04073_NODE_40...region001	c06023_NODE_60...region001	0.2849315106868744	0.5113229751586914	0.6666666865348816	0.715068519115448	0.5	0.0	0.3561643958091736	1	1	NRPS-like - NRPS-like	NRPS-like
c06190_NODE_61...region001	c06780_NODE_67...region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	2	1	NRPS-like - NRPS-like	NRPS-like
c01538_NODE_15...region001	c03777_NODE_37...region001	0.20174919068813324	0.6372043490409851	1.0	0.7982507944107056	1.0	0.1790180653333664	0.21311475336551666	2	1	NRPS - NRPS-like	
c01498_NODE_14...region001	c01555_NODE_15...region001	0.29155123233795166	0.5018996596336365	0.6000000238418579	0.7084487676620483	0.5	0.5	0.08310249447822571	4	1	NRPS - NRPS-like	
c04613_NODE_46...region001	c08315_NODE_83...region001	0.22870588302612305	0.5948945879936218	1.0	0.771294116973877	1.0	0.3199999928474426	0.20588235557079315	1	1	NRPS-like - NRPS-like	NRPS-like
c00570_NODE_57...region001	c01177_NODE_11...region001	0.2302149534225464	0.5925689935684204	0.75	0.7697850465774536	0.6666666865348816	0.40860989689826965	0.09641873091459274	3	1	NRPS - NRPS-like	
GL383821.1.region001	GL383923.1.region001	0.02165798284113407	0.9571530818939209	0.9583333134651184	0.9783419966697693	0.8888888955116272	0.01248342078179121	0.040007106959819794	24	3	NRPS - NRPS	NRPS
c02612_NODE_26...region001	c06023_NODE_60...region001	0.2988980710506439	0.4915439188480377	1.0	0.7011018991470337	1.0	0.08677686005830765	0.40495866537094116	2	1	NRPS-like - NRPS-like	NRPS-like
c02886_NODE_28...region001	c03227_NODE_32...region001	0.03611111268401146	0.9290817975997925	0.5	0.9638888835906982	0.0	0.03611111268401146	0.0	1	0	NRPS - NRPS	NRPS
c01604_NODE_16...region001	c02671_NODE_26...region001	0.22513088583946228	0.6004221439361572	0.75	0.7748690843582153	0.6666666865348816	0.3333333432674408	0.1439790576696396	3	1	NRPS-like - NRPS-like	NRPS-like
c02343_NODE_23...region001	c05596_NODE_55...region001	0.18818236887454987	0.6590479016304016	1.0	0.8118176460266113	1.0	0.31926408410072327	0.12264151126146317	2	1	NRPS-like - NRPS-like	NRPS-like
AZWZ01000027.1.region001	KB897374.1.region001	0.26690685749053955	0.5374255776405334	0.71875	0.7330931425094604	0.5405405163764954	0.30672699213027954	0.11260377615690231	31	2	NRPS - NRPS	NRPS
c02403_NODE_24...region001	c02596_NODE_25...region001	0.2706393599510193	0.5319669246673584	1.0	0.7293606400489807	1.0	0.0	0.3044692873954773	1	2	NRPS - NRPS-like	
c00317_NODE_31...region001	c00495_NODE_49...region001	0.27373456954956055	0.5274614691734314	0.4166666567325592	0.7262654304504395	0.3636363744735718	0.4285714328289032	0.002770083025097847	7	1	NRPS-like - NRPS-like	NRPS-like
c00838_NODE_83...region001	c01255_NODE_12...region001	0.10191744565963745	0.8065522909164429	1.0	0.8980825543403625	1.0	0.11291486024856567	0.09641873091459274	2	1	NRPS-like - NRPS-like	NRPS-like
c00974_NODE_97...region001	c02946_NODE_29...region001	0.2070707082748413	0.6287368535995483	0.5	0.7929292917251587	0.3333333432674408	0.5	0.06060606241226196	2	1	NRPS-like - NRPS-like	NRPS-like
c00240_NODE_24...region001	c00625_NODE_62...region001	0.2205420881509781	0.6075546145439148	1.0	0.7794579267501831	1.0	0.013596249744296074	0.47922438383102417	5	1	NRPS-like - NRPS-like	NRPS-like
c00838_NODE_83...region001	c00959_NODE_95...region001	0.10191744565963745	0.8065522909164429	0.75	0.8980825543403625	0.6666666865348816	0.11291486024856567	0.09641873091459274	2	1	NRPS-like - NRPS-like	NRPS-like
AZXC01000021.1.region001	KB846741.1.region003	0.06299126893281937	0.8779853582382202	1.0	0.9370087385177612	1.0	0.027224857360124588	0.10173822194337845	13	3	NRPS - NRPS	NRPS
c00506_NODE_50...region001	c00639_NODE_63...region001	0.2341001182794571	0.5866026282310486	0.5714285969734192	0.7658998966217041	0.5	0.4016000032424927	0.024725275114178658	5	1	NRPS-like - NRPS-like	NRPS-like
c01339_NODE_13...region001	c04111_NODE_41...region001	0.002209944650530815	0.9955849647521973	0.6666666865348816	0.9977900385856628	0.5	0.0	0.0027624310459941626	1	1	NRPS-like - NRPS-like	NRPS-like
KB897632.1.region002	KE384250.1.region001	0.040495146065950394	0.9206495881080627	0.970588207244873	0.9595048427581787	0.9736841917037964	0.05287853628396988	0.015728365629911423	40	5	NRPS - NRPS	NRPS
c01966_NODE_19...region001	c02612_NODE_26...region001	0.0844702422618866	0.838194727897644	1.0	0.915529727935791	1.0	0.11291486024856567	0.07024793326854706	2	1	NRPS-like - NRPS-like	NRPS-like
c00863_NODE_86...region001	c01177_NODE_11...region001	0.22567979991436005	0.5995717644691467	0.75	0.7743201851844788	0.6666666865348816	0.3980278968811035	0.09641873091459274	3	1	NRPS-like - NRPS-like	NRPS-like
c02847_NODE_28...region001	c03060_NODE_30...region001	0.002197802299633622	0.9956092238426208	1.0	0.997802197933197	1.0	0.0	0.002747252816334367	1	1	NRPS-like - NRPS-like	NRPS-like
