BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
AUFD01000025.1.region001	AUFD01000025.1	AUFD01000025.1 Streptomyces sp. CNS606 K304DRAFT_scaffold00023.23_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUKN01000001.1.region001	AUKN01000001.1	AUKN01000001.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00001.1_C, whole genome shotgun sequence	NRPS.transAT-PKS.transAT-PKS-like.T1PKS	PKS-NRP_Hybrids		
AUKN01000001.1.region002	AUKN01000001.1	AUKN01000001.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00001.1_C, whole genome shotgun sequence	T3PKS	PKSother		
AUKN01000003.1.region003	AUKN01000003.1	AUKN01000003.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00003.3_C, whole genome shotgun sequence	T2PKS.T1PKS	PKSother		
AUKN01000007.1.region001	AUKN01000007.1	AUKN01000007.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00006.6_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUKN01000010.1.region001	AUKN01000010.1	AUKN01000010.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00009.9_C, whole genome shotgun sequence	NRPS.transAT-PKS.T1PKS	PKS-NRP_Hybrids		
AUKN01000013.1.region001	AUKN01000013.1	AUKN01000013.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00012.12_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUKO01000002.1.region001	AUKO01000002.1	AUKO01000002.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00002.2_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKO01000002.1.region002	AUKO01000002.1	AUKO01000002.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00002.2_C, whole genome shotgun sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids		
AUKO01000012.1.region002	AUKO01000012.1	AUKO01000012.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00008.8_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKO01000040.1.region001	AUKO01000040.1	AUKO01000040.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00030.30_C, whole genome shotgun sequence	T1PKS.PKS-like	PKSother		
AUKP01000007.1.region001	AUKP01000007.1	AUKP01000007.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00007.7_C, whole genome shotgun sequence	T1PKS.PKS-like	PKSother		
AUKP01000016.1.region001	AUKP01000016.1	AUKP01000016.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00015.15_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKP01000017.1.region001	AUKP01000017.1	AUKP01000017.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00016.16_C, whole genome shotgun sequence	NRPS.T3PKS	PKS-NRP_Hybrids		
AUKP01000022.1.region001	AUKP01000022.1	AUKP01000022.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00021.21_C, whole genome shotgun sequence	T3PKS	PKSother		
AUKP01000024.1.region001	AUKP01000024.1	AUKP01000024.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00023.23_C, whole genome shotgun sequence	T2PKS	PKSother		
AUKP01000029.1.region001	AUKP01000029.1	AUKP01000029.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00028.28_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKP01000050.1.region001	AUKP01000050.1	AUKP01000050.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00049.49_C, whole genome shotgun sequence	terpene.T3PKS	Others		
AUKP01000053.1.region001	AUKP01000053.1	AUKP01000053.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00052.52_C, whole genome shotgun sequence	T2PKS	PKSother		
AUKQ01000006.1.region002	AUKQ01000006.1	AUKQ01000006.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00005.5_C, whole genome shotgun sequence	hglE-KS.terpene.LAP	Others		
AUKQ01000011.1.region001	AUKQ01000011.1	AUKQ01000011.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00008.8_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AUKQ01000016.1.region001	AUKQ01000016.1	AUKQ01000016.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00013.13_C, whole genome shotgun sequence	T3PKS	PKSother		
AUKQ01000024.1.region001	AUKQ01000024.1	AUKQ01000024.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00021.21_C, whole genome shotgun sequence	NRPS.PKS-like	PKS-NRP_Hybrids		
AUKQ01000029.1.region001	AUKQ01000029.1	AUKQ01000029.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00026.26_C, whole genome shotgun sequence	T2PKS	PKSother		
AUKQ01000034.1.region001	AUKQ01000034.1	AUKQ01000034.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00031.31_C, whole genome shotgun sequence	T3PKS	PKSother		
AUKQ01000036.1.region001	AUKQ01000036.1	AUKQ01000036.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00033.33_C, whole genome shotgun sequence	T2PKS	PKSother		
AUKR01000005.1.region001	AUKR01000005.1	AUKR01000005.1 Streptomyces sp. TAA040 H300DRAFT_scaffold00004.4_C, whole genome shotgun sequence	T3PKS	PKSother		
AUKR01000007.1.region002	AUKR01000007.1	AUKR01000007.1 Streptomyces sp. TAA040 H300DRAFT_scaffold00006.6_C, whole genome shotgun sequence	NRPS.terpene.T3PKS	Others		
AUKW01000003.1.region001	AUKW01000003.1	AUKW01000003.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00003.3_C, whole genome shotgun sequence	furan.transAT-PKS.NRPS.terpene.PKS-like	Others		
AUKW01000006.1.region002	AUKW01000006.1	AUKW01000006.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00006.6_C, whole genome shotgun sequence	NRPS.butyrolactone.T3PKS	Others		
AUKW01000022.1.region001	AUKW01000022.1	AUKW01000022.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00018.18_C, whole genome shotgun sequence	hglE-KS	PKSother		
AXVU01000004.1.region001	AXVU01000004.1	AXVU01000004.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00003.3_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AXVU01000011.1.region001	AXVU01000011.1	AXVU01000011.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00010.10_C, whole genome shotgun sequence	T3PKS	PKSother		
AXVU01000017.1.region001	AXVU01000017.1	AXVU01000017.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00016.16_C, whole genome shotgun sequence	PKS-like	PKSother		
AXVU01000019.1.region001	AXVU01000019.1	AXVU01000019.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00018.18_C, whole genome shotgun sequence	T3PKS	PKSother		
AXVU01000022.1.region001	AXVU01000022.1	AXVU01000022.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00021.21_C, whole genome shotgun sequence	terpene.PKS-like	Others		
AXVU01000026.1.region001	AXVU01000026.1	AXVU01000026.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00025.25_C, whole genome shotgun sequence	T3PKS	PKSother		
AXVU01000050.1.region001	AXVU01000050.1	AXVU01000050.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00049.49_C, whole genome shotgun sequence	T3PKS	PKSother		
AXVU01000072.1.region001	AXVU01000072.1	AXVU01000072.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00070.70_C, whole genome shotgun sequence	T3PKS	PKSother		
AXVU01000085.1.region001	AXVU01000085.1	AXVU01000085.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00083.83_C, whole genome shotgun sequence	T2PKS	PKSother		
AXVU01000092.1.region001	AXVU01000092.1	AXVU01000092.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00090.90_C, whole genome shotgun sequence	terpene.T3PKS	Others		
AXVU01000101.1.region001	AXVU01000101.1	AXVU01000101.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00099.99_C, whole genome shotgun sequence	T3PKS	PKSother		
AXVU01000132.1.region001	AXVU01000132.1	AXVU01000132.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00129.129_C, whole genome shotgun sequence	T3PKS	PKSother		
AZUS01000013.1.region001	AZUS01000013.1	AZUS01000013.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_12.13_C, whole genome shotgun sequence	T1PKS.PKS-like	PKSother		
AZUS01000013.1.region002	AZUS01000013.1	AZUS01000013.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_12.13_C, whole genome shotgun sequence	T2PKS	PKSother		
AZUS01000024.1.region001	AZUS01000024.1	AZUS01000024.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_23.24_C, whole genome shotgun sequence	T3PKS	PKSother		
AZUS01000036.1.region001	AZUS01000036.1	AZUS01000036.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_35.36_C, whole genome shotgun sequence	terpene.T3PKS	Others		
AZWL01000001.1.region003	AZWL01000001.1	AZWL01000001.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_0.1_C, whole genome shotgun sequence	T3PKS	PKSother		
AZWL01000004.1.region003	AZWL01000004.1	AZWL01000004.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_2.3_C, whole genome shotgun sequence	NRPS.PKS-like	PKS-NRP_Hybrids		
AZWL01000007.1.region001	AZWL01000007.1	AZWL01000007.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_5.6_C, whole genome shotgun sequence	T3PKS	PKSother		
AZWL01000009.1.region001	AZWL01000009.1	AZWL01000009.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_7.8_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AZWL01000019.1.region001	AZWL01000019.1	AZWL01000019.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_17.18_C, whole genome shotgun sequence	T3PKS	PKSother		
AZWL01000020.1.region002	AZWL01000020.1	AZWL01000020.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_18.19_C, whole genome shotgun sequence	T2PKS	PKSother		
AZWZ01000002.1.region002	AZWZ01000002.1	AZWZ01000002.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_1.2_C, whole genome shotgun sequence	T2PKS	PKSother		
AZWZ01000015.1.region002	AZWZ01000015.1	AZWZ01000015.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_11.12_C, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
AZWZ01000017.1.region002	AZWZ01000017.1	AZWZ01000017.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_13.14_C, whole genome shotgun sequence	T3PKS	PKSother		
AZWZ01000018.1.region001	AZWZ01000018.1	AZWZ01000018.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_14.15_C, whole genome shotgun sequence	NRPS.T3PKS	PKS-NRP_Hybrids		
AZWZ01000044.1.region001	AZWZ01000044.1	AZWZ01000044.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_40.41_C, whole genome shotgun sequence	T3PKS	PKSother		
AZWZ01000047.1.region001	AZWZ01000047.1	AZWZ01000047.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_43.44_C, whole genome shotgun sequence	T2PKS	PKSother		
AZWZ01000060.1.region001	AZWZ01000060.1	AZWZ01000060.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_56.57_C, whole genome shotgun sequence	terpene.T3PKS	Others		
AZXC01000009.1.region001	AZXC01000009.1	AZXC01000009.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_6.7_C, whole genome shotgun sequence	siderophore.T2PKS	Others		
AZXC01000010.1.region001	AZXC01000010.1	AZXC01000010.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_7.8_C, whole genome shotgun sequence	hglE-KS.lanthipeptide.T1PKS	Others		
AZXC01000010.1.region002	AZXC01000010.1	AZXC01000010.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_7.8_C, whole genome shotgun sequence	T2PKS.T1PKS.PKS-like	PKSother		
AZXC01000014.1.region003	AZXC01000014.1	AZXC01000014.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_11.12_C, whole genome shotgun sequence	T3PKS	PKSother		
BA000019.2.region004	BA000019.2	BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome	hglE-KS.NRPS.T1PKS	PKS-NRP_Hybrids		
BA000019.2.region009	BA000019.2	BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome	NRPS.T1PKS	PKS-NRP_Hybrids		
BA000019.2.region010	BA000019.2	BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids		
BA000019.2.region013	BA000019.2	BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome	hglE-KS.T1PKS	PKSother		
BEYQ01000002.1.region001	BEYQ01000002.1	BEYQ01000002.1 Microcystis aeruginosa NIES-298 DNA, sequence02, whole genome shotgun sequence	NRPS.T1PKS	PKS-NRP_Hybrids		
BEYQ01000005.1.region001	BEYQ01000005.1	BEYQ01000005.1 Microcystis aeruginosa NIES-298 DNA, sequence05, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
BEYQ01000012.1.region002	BEYQ01000012.1	BEYQ01000012.1 Microcystis aeruginosa NIES-298 DNA, sequence12, whole genome shotgun sequence	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids		
BGC0000021.1	BGC0000021.1	Apoptolidin biosynthetic gene cluster	t1pks.hglks	PKSother	Nocardiopsis sp. FU40	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Nocardiopsaceae,Nocardiopsis
BGC0000083.1	BGC0000083.1	Lactimidomycin biosynthetic gene cluster	transatpks	PKSother	Streptomyces amphibiosporus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000095.1	BGC0000095.1	Micromonolactam biosynthetic gene cluster	t1pks.hglks	PKSother	Micromonospora sp. CMS I2-32	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000163.1	BGC0000163.1	Tetronasin biosynthetic gene cluster	transatpks.t1pks	PKSother	Streptomyces longisporoflavus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000164.1	BGC0000164.1	Tetronomycin biosynthetic gene cluster	transatpks.t1pks	PKSother	Streptomyces sp. NRRL 11266	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000171.1	BGC0000171.1	9-methylstreptimidone biosynthetic gene cluster	transatpks	PKSother	Streptomyces himastatinicus ATCC 53653	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000172.1	BGC0000172.1	Basiliskamides biosynthetic gene cluster	transatpks	PKSother	Brevibacillus laterosporus PE36	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0000173.1	BGC0000173.1	Bongkrekic acid biosynthetic gene cluster	t2pks.transatpks	PKSother	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0000174.1	BGC0000174.1	Bryostatin biosynthetic gene cluster	transatpks	PKSother	Candidatus Endobugula sertula	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales genera incertae sedis,Candidatus Endobugula
BGC0000175.1	BGC0000175.1	Cycloheximide / actiphenol biosynthetic gene cluster	transatpks.lantipeptide	Others	Streptomyces sp. YIM 56141	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000176.1	BGC0000176.1	Difficidin biosynthetic gene cluster	transatpks	PKSother	Bacillus amyloliquefaciens subsp. plantarum str. FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000177.1	BGC0000177.1	Dorrigocin / migrastatin biosynthetic gene cluster	transatpks	PKSother	Streptomyces platensis subsp. rosaceus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000178.1	BGC0000178.1	Elansolid biosynthetic gene cluster	t2pks.transatpks	PKSother	Chitinophaga sancti	Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga
BGC0000179.1	BGC0000179.1	Etnangien biosynthetic gene cluster	transatpks	PKSother	Sorangium cellulosum So ce56	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000180.1	BGC0000180.1	Legioliulin biosynthetic gene cluster	transatpks	PKSother	Legionella parisiensis	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BGC0000181.1	BGC0000181.1	Macrolactin biosynthetic gene cluster	transatpks	PKSother	Bacillus amyloliquefaciens subsp. plantarum str. FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000182.1	BGC0000182.1	Mupirocin biosynthetic gene cluster	t2pks.transatpks.hserlactone	Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000184.1	BGC0000184.1	Sorangicin biosynthetic gene cluster	transatpks	PKSother	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000185.1	BGC0000185.1	Tartrolon biosynthetic gene cluster	transatpks	PKSother	Teredinibacter turnerae T7901	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales genera incertae sedis,Teredinibacter
BGC0000186.1	BGC0000186.1	Thailandamide biosynthetic gene cluster	t2pks.nrps.transatpks	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000190.1	BGC0000190.1	A-74528 biosynthetic gene cluster	t2pks	PKSother	Streptomyces sp. SANK 61196	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000191.1	BGC0000191.1	Aclacinomycin biosynthetic gene cluster	t2pks	PKSother	Streptomyces galilaeus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000192.1	BGC0000192.1	Aclacinomycin biosynthetic gene cluster	t2pks	PKSother	Streptomyces galilaeus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000194.1	BGC0000194.1	Actinorhodin biosynthetic gene cluster	t2pks	PKSother	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000195.1	BGC0000195.1	Alnumycin biosynthetic gene cluster	t2pks	PKSother	Streptomyces sp. CM020	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000196.1	BGC0000196.1	Anthraquinone biosynthetic gene cluster	t2pks	PKSother	Photorhabdus luminescens subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
