	NCBI_ID	Database	BioSample	LCMS_file	Genome_label	Method	New_NCBI_ID	Downloaded
242	ASM23121v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/17_Pacne_11827_BHI_RA9_01_5543.mzXML	ASM23121v1	genome	NaN	no
243	ASM23121v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/18_PropA11827_TSA_RA10_01_5450.mzXML	ASM23121v1	genome	NaN	no
244	ASM73048v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/19_PropA6919_LB_RA11_01_5461.mzXML	ASM73048v1	genome	NaN	no
245	12625_2_11	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/50_Sa_MSSA_LB_RD6_01_5588.mzXML	12625_2_11	genome	NaN	no
246	ASM1342v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/1_SA113_TSA_BB3_01_5743.mzXML	ASM1342v1	genome	NaN	no
247	ASM73048v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/20_PropA6919_BHI_RA12_01_5453.mzXML	ASM73048v1	genome	NaN	no
248	ASM187869v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/55_Ecoli_LB_BB1_01_6059.mzXML	ASM187869v1	genome	NaN	no
249	ASM146933v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/21_SE_FS1_LB_RB9_01_5484.mzXML	ASM146933v1	genome	NaN	no
250	ASM80567v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/56_Cm23348_LB_RB2_01_5464.mzXML	ASM80567v1	genome	NaN	no
251	ASM23951v2	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/25_SE_14.1.R1.SE_LB_BA3_01_5723.mzXML	ASM23951v2	genome	NaN	no
252	ASM22729v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/26_Pavidum_LB_RB1_01_5646.mzXML	ASM22729v1	genome	NaN	no
253	ASM746v2	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/61_Smutans_UAI-59_BHI_BB8_01_5757.mzXML	ASM746v2	genome	NaN	no
254	ASM146959v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000078556/ccms_peak/Microbe%20Extraction/34_Pacne_12.1.L1_LB_RC4_01_5639.mzXML	ASM146959v1	genome	NaN	no
269	NZ_CP011104	GenBank_accession	No BioSample	ftp://massive.ucsd.edu/MSV000081063/peak/XenoPhoto_Screen/Pte_1865.mzXML	Photorhabdus thracensis DSM 15199	genome	NaN	no
277	FN667741	GenBank_accession	No BioSample	ftp://massive.ucsd.edu/MSV000081063/peak/XenoPhoto_Screen/Xbo_1835.mzXML	Xenorhabdus bovienii SS-2004	genome	NaN	no
280	FO704550	GenBank_accession	No BioSample	ftp://massive.ucsd.edu/MSV000081063/peak/XenoPhoto_Screen/Xdo_1883.mzXML	Xenorhabdus doucetiae FRM	genome	NaN	no
288	FN667742	GenBank_accession	No BioSample	ftp://massive.ucsd.edu/MSV000081063/peak/XenoPhoto_Screen/Xne_1859.mzXML	Xenorhabdus nematophila ATCC 19061	genome	NaN	no
289	FO704551	GenBank_accession	No BioSample	ftp://massive.ucsd.edu/MSV000081063/peak/XenoPhoto_Screen/Xpo_1763.mzXML	Xenorhabdus poinarii G6	genome	NaN	no
293	212082	JGI_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085031/peak/ETNP_63.mzML	Metagenome Ocean ETNP1	metagenome	NaN	no
294	212661	JGI_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085031/peak/ETNP_52.mzML	Metagenome Ocean ETNP2	metagenome	NaN	no
295	LT559118.1	GenBank_accession	No BioSample	ftp://massive.ucsd.edu/MSV000085123/peak/Nonomuraea_A40926.mzML	Nonomuraea sp. ATCC39727 (gerenzaniensis)	genome	NaN	no
309	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-1.mzXML	Salinispora mooreana CNY646	genome	NaN	no
310	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-1_neg.mzXML	Salinispora mooreana CNY646	genome	NaN	no
311	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-2.mzXML	Salinispora mooreana CNY646	genome	NaN	no
312	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-2_neg.mzXML	Salinispora mooreana CNY646	genome	NaN	no
313	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-3.mzXML	Salinispora mooreana CNY646	genome	NaN	no
314	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-3_neg.mzXML	Salinispora mooreana CNY646	genome	NaN	no
315	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-4.mzXML	Salinispora mooreana CNY646	genome	NaN	no
316	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-4_neg.mzXML	Salinispora mooreana CNY646	genome	NaN	no
317	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-5.mzXML	Salinispora mooreana CNY646	genome	NaN	no
318	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-5_neg.mzXML	Salinispora mooreana CNY646	genome	NaN	no
319	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-6.mzXML	Salinispora mooreana CNY646	genome	NaN	no
320	2563366531	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-646-6_neg.mzXML	Salinispora mooreana CNY646	genome	NaN	no
369	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-1.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
370	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-1_neg.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
371	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-2.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
372	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-2_neg.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
373	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-3.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
374	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-3_neg.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
375	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-4.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
376	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-4_neg.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
377	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-5.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
378	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-5_neg.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
379	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-6.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
380	2561511036	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/S-801-6_neg.mzXML	Salinispora vitiensis CNS801	genome	NaN	no
405	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-1.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
406	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-1_neg.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
407	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-2.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
408	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-2_neg.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
409	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-3.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
410	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-3_neg.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
411	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-4.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
412	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-4_neg.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
413	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-5.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
414	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-5_neg.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
415	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-6.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
416	2563366532	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-666-6_neg.mzXML	Salinispora goodfellowii CNY666	genome	NaN	no
477	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-1.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
478	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-1_neg.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
479	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-2.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
480	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-2_neg.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
481	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-3.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
482	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-3_neg.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
483	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-4.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
484	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-4_neg.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
485	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-5.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
486	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-5_neg.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
487	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-6.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
488	2563366533	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-673-6_neg.mzXML	Salinispora oceanensis CNY673	genome	NaN	no
489	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-1.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
490	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-1_neg.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
491	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-2.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
492	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-2_neg.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
493	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-3.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
494	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-3_neg.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
495	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-4.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
496	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-4_neg.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
497	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-5.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
498	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-5_neg.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
499	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-6.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
500	2563366517	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/Y-703-6_neg.mzXML	Salinispora oceanensis CNY703	genome	NaN	no
501	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-1.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
502	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-1_neg.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
503	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-2.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
504	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-2_neg.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
505	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-3.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
506	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-3_neg.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
507	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-4.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
508	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-4_neg.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
509	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-5.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
510	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-5_neg.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
511	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-6.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
512	2561511034	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085159/raw/SIRENAS%20DATA%20POST_NEG/T-403-6_neg.mzXML	Salinispora oceanensis CNT403	genome	NaN	no
537	2558860984	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085179/peak/B632-2_26_01_10126.mzXML	CNB-632	genome	NaN	no
538	2526164782	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085179/peak/P082_1_21_01_9386.mzXML	CNP-082	genome	NaN	no
540	2654587513	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085179/peak/Q509-2_35_01_10137.mzXML	CNQ-509	genome	NaN	no
543	2558860985	JGI_Genome_ID	No BioSample	ftp://massive.ucsd.edu/MSV000085179/peak/X435_2_29_01_9396.mzXML	CNX-435	genome	NaN	no
570	ASM22033v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_331_BD6_01_22716.mzXML	ASM22033v1	genome	NaN	no
571	ASM17999v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_708_RD4_01_22805.mzXML	ASM17999v1	genome	NaN	no
572	ASM17999v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_708_BD1_01_22711.mzXML	ASM17999v1	genome	NaN	no
577	ASM16051v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_103_RD6_01_22561.mzXML	ASM16051v1	genome	NaN	no
578	ASM16051v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_103_RD10_01_22225.mzXML	ASM16051v1	genome	NaN	no
579	ASM16023v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_142_RE7_01_22821.mzXML	ASM16023v1	genome	NaN	no
580	ASM16023v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_142_BD6_01_22901.mzXML	ASM16023v1	genome	NaN	no
581	ASM16023v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_142_BE2_01_22725.mzXML	ASM16023v1	genome	NaN	no
582	ASM17413v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_117_RE4_01_22818.mzXML	ASM17413v1	genome	NaN	no
583	ASM17413v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_117_BD3_01_22898.mzXML	ASM17413v1	genome	NaN	no
584	ASM17413v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_117_BD11_01_22721.mzXML	ASM17413v1	genome	NaN	no
585	ASM17471v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_121_RF5_01_22832.mzXML	ASM17471v1	genome	NaN	no
586	ASM17471v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_121_BE3_01_22911.mzXML	ASM17471v1	genome	NaN	no
587	ASM17471v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_121_BE12_01_22735.mzXML	ASM17471v1	genome	NaN	no
588	ASM16231v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_636_RC12_01_22800.mzXML	ASM16231v1	genome	NaN	no
589	ASM16231v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_636_BC10_01_22707.mzXML	ASM16231v1	genome	NaN	no
590	ASM16225v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_638_RD5_01_22560.mzXML	ASM16225v1	genome	NaN	no
591	ASM16225v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_638_RD9_01_22224.mzXML	ASM16225v1	genome	NaN	no
592	ASM17703v2	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_642_RD12_01_22227.mzXML	ASM17703v2	genome	NaN	no
593	ASM17503v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_645_RD8_01_22563.mzXML	ASM17503v1	genome	NaN	no
594	ASM17503v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_645_RE1_01_22229.mzXML	ASM17503v1	genome	NaN	no
595	ASM27630v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_906_RD3_01_22558.mzXML	ASM27630v1	genome	NaN	no
