BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
AP019314.1.region011	AP019314.1	AP019314.1 Microcystis viridis NIES-102 DNA, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AQPE01000065.1.region001	AQPE01000065.1	AQPE01000065.1 Streptomyces sp. CNS615 D583DRAFT_scaffold00008.8_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AQPE01000065.1.region002	AQPE01000065.1	AQPE01000065.1 Streptomyces sp. CNS615 D583DRAFT_scaffold00008.8_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARBB01000003.1.region014	ARBB01000003.1	ARBB01000003.1 Salinispora arenicola DSM 45545 strain CNS-991 scaffold1_C3, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARBB01000003.1.region015	ARBB01000003.1	ARBB01000003.1 Salinispora arenicola DSM 45545 strain CNS-991 scaffold1_C3, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ARBB01000003.1.region017	ARBB01000003.1	ARBB01000003.1 Salinispora arenicola DSM 45545 strain CNS-991 scaffold1_C3, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARBB01000004.1.region008	ARBB01000004.1	ARBB01000004.1 Salinispora arenicola DSM 45545 strain CNS-991 scaffold1_C4, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ARGG01000051.1.region001	ARGG01000051.1	ARGG01000051.1 Salinispora fenicalii strain CNR-942 C549DRAFT_scaffold00007.7_C2, whole genome shotgun sequence	transAT-PKS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
ARGH01000060.1.region001	ARGH01000060.1	ARGH01000060.1 Salinispora pacifica CNS055 C550DRAFT_scaffold00010.10_C3, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ARGH01000062.1.region001	ARGH01000062.1	ARGH01000062.1 Salinispora pacifica CNS055 C550DRAFT_scaffold00008.8_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ARGJ01000038.1.region001	ARGJ01000038.1	ARGJ01000038.1 Salinispora pacifica DSM 45543 = CNS-863 C552DRAFT_scaffold00035.35_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARGJ01000051.1.region001	ARGJ01000051.1	ARGJ01000051.1 Salinispora pacifica DSM 45543 = CNS-863 C552DRAFT_scaffold00022.22_C, whole genome shotgun sequence	transAT-PKS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
ARGK01000065.1.region001	ARGK01000065.1	ARGK01000065.1 Salinispora pacifica CNS996 C553DRAFT_scaffold00051.51_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARGK01000084.1.region001	ARGK01000084.1	ARGK01000084.1 Salinispora pacifica CNS996 C553DRAFT_scaffold00032.32_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARGK01000098.1.region001	ARGK01000098.1	ARGK01000098.1 Salinispora pacifica CNS996 C553DRAFT_scaffold00019.19_C1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARGK01000109.1.region001	ARGK01000109.1	ARGK01000109.1 Salinispora pacifica CNS996 C553DRAFT_scaffold00011.11_C2, whole genome shotgun sequence	transAT-PKS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
ARHR01000025.1.region001	ARHR01000025.1	ARHR01000025.1 Streptomyces sp. CNQ766 C591DRAFT_scaffold00063.63_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARHR01000072.1.region001	ARHR01000072.1	ARHR01000072.1 Streptomyces sp. CNQ766 C591DRAFT_scaffold00017.17_C, whole genome shotgun sequence	T3PKS.NRPS	PKS-NRP_Hybrids		
ARHR01000089.1.region001	ARHR01000089.1	ARHR01000089.1 Streptomyces sp. CNQ766 C591DRAFT_scaffold00002.2_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARHU01000034.1.region001	ARHU01000034.1	ARHU01000034.1 Streptomyces sp. CNY243 C594DRAFT_scaffold00032.32_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARHU01000046.1.region001	ARHU01000046.1	ARHU01000046.1 Streptomyces sp. CNY243 C594DRAFT_scaffold00020.20_C, whole genome shotgun sequence	T3PKS.NRPS	PKS-NRP_Hybrids		
ARHU01000051.1.region001	ARHU01000051.1	ARHU01000051.1 Streptomyces sp. CNY243 C594DRAFT_scaffold00017.17_C3, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ARJI01000018.1.region001	ARJI01000018.1	ARJI01000018.1 Streptomyces sp. CNB091 D581DRAFT_scaffold00034.34_C, whole genome shotgun sequence	PKS-like.NRPS	PKS-NRP_Hybrids		
ARJI01000027.1.region001	ARJI01000027.1	ARJI01000027.1 Streptomyces sp. CNB091 D581DRAFT_scaffold00025.25_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ARJI01000031.1.region001	ARJI01000031.1	ARJI01000031.1 Streptomyces sp. CNB091 D581DRAFT_scaffold00021.21_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARJI01000037.1.region001	ARJI01000037.1	ARJI01000037.1 Streptomyces sp. CNB091 D581DRAFT_scaffold00016.16_C1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARJI01000047.1.region001	ARJI01000047.1	ARJI01000047.1 Streptomyces sp. CNB091 D581DRAFT_scaffold00009.9_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARJI01000055.1.region001	ARJI01000055.1	ARJI01000055.1 Streptomyces sp. CNB091 D581DRAFT_scaffold00002.2_C2, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ARJI01000056.1.region004	ARJI01000056.1	ARJI01000056.1 Streptomyces sp. CNB091 D581DRAFT_scaffold00001.1_C1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUEV01000018.1.region001	AUEV01000018.1	AUEV01000018.1 Streptomyces sp. TAA486 I004DRAFT_scaffold00016.16_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUFD01000005.1.region002	AUFD01000005.1	AUFD01000005.1 Streptomyces sp. CNS606 K304DRAFT_scaffold00003.3_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUFD01000025.1.region001	AUFD01000025.1	AUFD01000025.1 Streptomyces sp. CNS606 K304DRAFT_scaffold00023.23_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUGH01000002.1.region003	AUGH01000002.1	AUGH01000002.1 Salinispora mooreana strain CNS-237 H303DRAFT_scaffold_0.1_C2, whole genome shotgun sequence	transAT-PKS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
AUGH01000011.1.region003	AUGH01000011.1	AUGH01000011.1 Salinispora mooreana strain CNS-237 H303DRAFT_scaffold_5.6_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUKN01000001.1.region001	AUKN01000001.1	AUKN01000001.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00001.1_C, whole genome shotgun sequence	transAT-PKS.transAT-PKS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
AUKN01000007.1.region001	AUKN01000007.1	AUKN01000007.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00006.6_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUKN01000010.1.region001	AUKN01000010.1	AUKN01000010.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00009.9_C, whole genome shotgun sequence	transAT-PKS.T1PKS.NRPS	PKS-NRP_Hybrids		
AUKN01000013.1.region001	AUKN01000013.1	AUKN01000013.1 Streptomyces sp. CNT318 H296DRAFT_scaffold00012.12_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AUKO01000002.1.region001	AUKO01000002.1	AUKO01000002.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00002.2_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUKO01000002.1.region002	AUKO01000002.1	AUKO01000002.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00002.2_C, whole genome shotgun sequence	transAT-PKS.NRPS	PKS-NRP_Hybrids		
AUKO01000012.1.region002	AUKO01000012.1	AUKO01000012.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00008.8_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUKP01000016.1.region001	AUKP01000016.1	AUKP01000016.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00015.15_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUKP01000017.1.region001	AUKP01000017.1	AUKP01000017.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00016.16_C, whole genome shotgun sequence	T3PKS.NRPS	PKS-NRP_Hybrids		
AUKP01000029.1.region001	AUKP01000029.1	AUKP01000029.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00028.28_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUKQ01000011.1.region001	AUKQ01000011.1	AUKQ01000011.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00008.8_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AUKQ01000024.1.region001	AUKQ01000024.1	AUKQ01000024.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00021.21_C, whole genome shotgun sequence	PKS-like.NRPS	PKS-NRP_Hybrids		
AXCT02000597.1.region001	AXCT02000597.1	AXCT02000597.1 Cladonia metacorallifera KoLRI002260 contig_597, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AXCT02000613.1.region001	AXCT02000613.1	AXCT02000613.1 Cladonia metacorallifera KoLRI002260 contig_613, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AXVR01000001.1.region001	AXVR01000001.1	AXVR01000001.1 Salinispora cortesiana strain CNY-202 K228DRAFT_scaffold00001.1_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AXVR01000024.1.region001	AXVR01000024.1	AXVR01000024.1 Salinispora cortesiana strain CNY-202 K228DRAFT_scaffold00024.24_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AXVU01000004.1.region001	AXVU01000004.1	AXVU01000004.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00003.3_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AZVX01000012.1.region001	AZVX01000012.1	AZVX01000012.1 Salinispora mooreana strain CNT-150 B174DRAFT_scaffold_9.10_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AZVY01000002.1.region003	AZVY01000002.1	AZVY01000002.1 Salinispora oceanensis strain CNT-138 B173DRAFT_scaffold_0.1_C2, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AZVY01000023.1.region001	AZVY01000023.1	AZVY01000023.1 Salinispora oceanensis strain CNT-138 B173DRAFT_scaffold_19.20_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AZWB01000026.1.region001	AZWB01000026.1	AZWB01000026.1 Salinispora oceanensis strain CNT-029 B170DRAFT_scaffold_18.19_C2, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AZWJ01000022.1.region001	AZWJ01000022.1	AZWJ01000022.1 Salinispora vitiensis strain CNT-148 B159DRAFT_scaffold00019.19_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
AZWJ01000023.1.region001	AZWJ01000023.1	AZWJ01000023.1 Salinispora vitiensis strain CNT-148 B159DRAFT_scaffold00020.20_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AZWL01000004.1.region003	AZWL01000004.1	AZWL01000004.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_2.3_C, whole genome shotgun sequence	PKS-like.NRPS	PKS-NRP_Hybrids		
AZWL01000009.1.region001	AZWL01000009.1	AZWL01000009.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_7.8_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AZWQ01000016.1.region002	AZWQ01000016.1	AZWQ01000016.1 Salinispora fenicalii strain CNT-569 B116DRAFT_scaffold_7.8_C, whole genome shotgun sequence	transAT-PKS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
AZWZ01000015.1.region002	AZWZ01000015.1	AZWZ01000015.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_11.12_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AZWZ01000018.1.region001	AZWZ01000018.1	AZWZ01000018.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_14.15_C, whole genome shotgun sequence	T3PKS.NRPS	PKS-NRP_Hybrids		
AZXH01000001.1.region001	AZXH01000001.1	AZXH01000001.1 Salinispora tropica CNH898 B037DRAFT_scaffold_0.1_C, whole genome shotgun sequence	transAT-PKS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
AZXH01000004.1.region003	AZXH01000004.1	AZXH01000004.1 Salinispora tropica CNH898 B037DRAFT_scaffold_2.3_C, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AZXH01000030.1.region001	AZXH01000030.1	AZXH01000030.1 Salinispora tropica CNH898 B037DRAFT_scaffold_21.22_C, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
BA000019.2.region004	BA000019.2	BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome	hglE-KS.T1PKS.NRPS	PKS-NRP_Hybrids		
BA000019.2.region009	BA000019.2	BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids		
BA000019.2.region010	BA000019.2	BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids		
BAFR01000100.1.region001	BAFR01000100.1	BAFR01000100.1 Nocardia araoensis NBRC 100135 DNA, contig: NA7_con100, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BAGG01000009.1.region001	BAGG01000009.1	BAGG01000009.1 Nocardia takedensis NBRC 100417 DNA, contig: NT1_con9, whole genome shotgun sequence	PKS-like.NRPS-like	PKS-NRP_Hybrids		
BDAX01000002.1.region003	BDAX01000002.1	BDAX01000002.1 Nocardia alba NBRC 108234 DNA, contig: NA12_CON00102, strain: NBRC 108234, whole genome shotgun sequence	T3PKS.NRPS-like.T1PKS.T2PKS	PKS-NRP_Hybrids		
BDAX01000002.1.region007	BDAX01000002.1	BDAX01000002.1 Nocardia alba NBRC 108234 DNA, contig: NA12_CON00102, strain: NBRC 108234, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
BDBF01000002.1.region001	BDBF01000002.1	BDBF01000002.1 Nocardia elegans NBRC 108235 DNA, contig: NE2_CON00201, strain: NBRC 108235, whole genome shotgun sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids		
BDBF01000009.1.region002	BDBF01000009.1	BDBF01000009.1 Nocardia elegans NBRC 108235 DNA, contig: NE2_CON00601, strain: NBRC 108235, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BDBM01000001.1.region001	BDBM01000001.1	BDBM01000001.1 Nocardia gamkensis NBRC 108242 DNA, contig: NG1_CON00101, strain: NBRC 108242, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BDBM01000007.1.region001	BDBM01000007.1	BDBM01000007.1 Nocardia gamkensis NBRC 108242 DNA, contig: NG1_CON00601, strain: NBRC 108242, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BDBM01000013.1.region001	BDBM01000013.1	BDBM01000013.1 Nocardia gamkensis NBRC 108242 DNA, contig: NG1_CON01102, strain: NBRC 108242, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BDBM01000062.1.region001	BDBM01000062.1	BDBM01000062.1 Nocardia gamkensis NBRC 108242 DNA, contig: NG1_CON05201, strain: NBRC 108242, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BDBU01000002.1.region003	BDBU01000002.1	BDBU01000002.1 Nocardia jejuensis NBRC 103114 DNA, contig: NJ1_CON00101, strain: NBRC 103114, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BDBU01000019.1.region002	BDBU01000019.1	BDBU01000019.1 Nocardia jejuensis NBRC 103114 DNA, contig: NJ1_CON00801, strain: NBRC 103114, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BDBU01000047.1.region001	BDBU01000047.1	BDBU01000047.1 Nocardia jejuensis NBRC 103114 DNA, contig: NJ1_CON02501, strain: NBRC 103114, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BDCA01000002.1.region002	BDCA01000002.1	BDCA01000002.1 Nocardia vermiculata NBRC 100427 DNA, contig: NV2_CON00201, strain: NBRC 100427, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
BDCL01000020.1.region001	BDCL01000020.1	BDCL01000020.1 Nocardia rhamnosiphila NBRC 108938 DNA, contig: NRH01S_CON00305, strain: NBRC 108938, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BEYQ01000002.1.region001	BEYQ01000002.1	BEYQ01000002.1 Microcystis aeruginosa NIES-298 DNA, sequence02, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
BEYQ01000005.1.region001	BEYQ01000005.1	BEYQ01000005.1 Microcystis aeruginosa NIES-298 DNA, sequence05, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
BEYQ01000012.1.region002	BEYQ01000012.1	BEYQ01000012.1 Microcystis aeruginosa NIES-298 DNA, sequence12, whole genome shotgun sequence	T3PKS.NRPS-like.T1PKS	PKS-NRP_Hybrids		
BGC0000062.1	BGC0000062.1	Fumonisin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Fusarium verticillioides	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0000063.1	BGC0000063.1	Fumonisin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Fusarium oxysporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum species complex
BGC0000064.1	BGC0000064.1	Fusarin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Fusarium verticillioides	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0000081.1	BGC0000081.1	Kedarcidin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Streptoalloteichus sp. ATCC 53650	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Streptoalloteichus
BGC0000145.1	BGC0000145.1	Salinosporamide A biosynthetic gene cluster	nrps.t1pks.transatpks	PKS-NRP_Hybrids	Salinispora tropica	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000150.1	BGC0000150.1	Sporolide biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000186.1	BGC0000186.1	Thailandamide biosynthetic gene cluster	t2pks.nrps.transatpks	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
