BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
AUKO01000020.1.region001	AUKO01000020.1	AUKO01000020.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00013.13_C, whole genome shotgun sequence	NRPS.lanthipeptide.T1PKS	Others		
AUKO01000026.1.region001	AUKO01000026.1	AUKO01000026.1 Streptomyces sp. CNT360 H297DRAFT_scaffold00017.17_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000002.1.region001	AUKP01000002.1	AUKP01000002.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00002.2_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000005.1.region001	AUKP01000005.1	AUKP01000005.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00005.5_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000014.1.region001	AUKP01000014.1	AUKP01000014.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00013.13_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000027.1.region001	AUKP01000027.1	AUKP01000027.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00026.26_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000040.1.region001	AUKP01000040.1	AUKP01000040.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00039.39_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000056.1.region001	AUKP01000056.1	AUKP01000056.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00055.55_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000061.1.region001	AUKP01000061.1	AUKP01000061.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00060.60_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000062.1.region001	AUKP01000062.1	AUKP01000062.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00061.61_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000063.1.region001	AUKP01000063.1	AUKP01000063.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00062.62_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000065.1.region001	AUKP01000065.1	AUKP01000065.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00064.64_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000068.1.region001	AUKP01000068.1	AUKP01000068.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00067.67_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000069.1.region001	AUKP01000069.1	AUKP01000069.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00068.68_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000072.1.region001	AUKP01000072.1	AUKP01000072.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00071.71_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000076.1.region001	AUKP01000076.1	AUKP01000076.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00075.75_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKP01000090.1.region001	AUKP01000090.1	AUKP01000090.1 Streptomyces sp. CNQ865 H298DRAFT_scaffold00089.89_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKQ01000003.1.region001	AUKQ01000003.1	AUKQ01000003.1 Streptomyces sp. CNH287 H299DRAFT_scaffold00002.2_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKR01000011.1.region001	AUKR01000011.1	AUKR01000011.1 Streptomyces sp. TAA040 H300DRAFT_scaffold00010.10_C, whole genome shotgun sequence	thiopeptide.T1PKS.LAP	Others		
AUKR01000033.1.region001	AUKR01000033.1	AUKR01000033.1 Streptomyces sp. TAA040 H300DRAFT_scaffold00031.31_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKR01000040.1.region001	AUKR01000040.1	AUKR01000040.1 Streptomyces sp. TAA040 H300DRAFT_scaffold00038.38_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKR01000043.1.region001	AUKR01000043.1	AUKR01000043.1 Streptomyces sp. TAA040 H300DRAFT_scaffold00041.41_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKR01000047.1.region001	AUKR01000047.1	AUKR01000047.1 Streptomyces sp. TAA040 H300DRAFT_scaffold00045.45_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKR01000061.1.region001	AUKR01000061.1	AUKR01000061.1 Streptomyces sp. TAA040 H300DRAFT_scaffold00059.59_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKW01000002.1.region002	AUKW01000002.1	AUKW01000002.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00002.2_C, whole genome shotgun sequence	NRPS.betalactone.T1PKS	Others		
AUKW01000010.1.region002	AUKW01000010.1	AUKW01000010.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00009.9_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKW01000019.1.region001	AUKW01000019.1	AUKW01000019.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00015.15_C, whole genome shotgun sequence	NRPS.terpene.T1PKS	Others		
AUKW01000027.1.region001	AUKW01000027.1	AUKW01000027.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00023.23_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKW01000028.1.region001	AUKW01000028.1	AUKW01000028.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00024.24_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKW01000029.1.region001	AUKW01000029.1	AUKW01000029.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00025.25_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKW01000035.1.region001	AUKW01000035.1	AUKW01000035.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00030.30_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKW01000036.1.region001	AUKW01000036.1	AUKW01000036.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00031.31_C, whole genome shotgun sequence	T1PKS	PKSI		
AUKW01000037.1.region001	AUKW01000037.1	AUKW01000037.1 Streptomyces sp. TAA204 H343DRAFT_scaffold00032.32_C, whole genome shotgun sequence	T1PKS	PKSI		
AXVU01000001.1.region002	AXVU01000001.1	AXVU01000001.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00001.1_C, whole genome shotgun sequence	T1PKS	PKSI		
AXVU01000021.1.region001	AXVU01000021.1	AXVU01000021.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00020.20_C, whole genome shotgun sequence	T1PKS	PKSI		
AXVU01000052.1.region001	AXVU01000052.1	AXVU01000052.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00051.51_C, whole genome shotgun sequence	T1PKS	PKSI		
AXVU01000064.1.region001	AXVU01000064.1	AXVU01000064.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00063.63_C, whole genome shotgun sequence	T1PKS	PKSI		
AXVU01000079.1.region001	AXVU01000079.1	AXVU01000079.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00077.77_C, whole genome shotgun sequence	T1PKS	PKSI		
AXVU01000112.1.region001	AXVU01000112.1	AXVU01000112.1 Streptomyces sp. CNQ329 I003DRAFT_scaffold00109.109_C, whole genome shotgun sequence	T1PKS	PKSI		
AZUS01000007.1.region001	AZUS01000007.1	AZUS01000007.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_6.7_C, whole genome shotgun sequence	terpene.bacteriocin.T1PKS	Others		
AZUS01000007.1.region002	AZUS01000007.1	AZUS01000007.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_6.7_C, whole genome shotgun sequence	T1PKS	PKSI		
AZUS01000008.1.region001	AZUS01000008.1	AZUS01000008.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_7.8_C, whole genome shotgun sequence	T1PKS	PKSI		
AZUS01000047.1.region001	AZUS01000047.1	AZUS01000047.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_46.47_C, whole genome shotgun sequence	T1PKS	PKSI		
AZUS01000048.1.region001	AZUS01000048.1	AZUS01000048.1 Streptomyces sp. CNH189 B100DRAFT_scaffold_47.48_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000004.1.region001	AZWL01000004.1	AZWL01000004.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_2.3_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000005.1.region001	AZWL01000005.1	AZWL01000005.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_3.4_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000022.1.region001	AZWL01000022.1	AZWL01000022.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_20.21_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000047.1.region001	AZWL01000047.1	AZWL01000047.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_41.42_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000058.1.region001	AZWL01000058.1	AZWL01000058.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_52.53_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000070.1.region001	AZWL01000070.1	AZWL01000070.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_64.65_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000072.1.region001	AZWL01000072.1	AZWL01000072.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_66.67_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000075.1.region001	AZWL01000075.1	AZWL01000075.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_69.70_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000076.1.region001	AZWL01000076.1	AZWL01000076.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_70.71_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWL01000077.1.region001	AZWL01000077.1	AZWL01000077.1 Streptomyces sp. CNH099 B121DRAFT_scaffold_71.72_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWZ01000002.1.region003	AZWZ01000002.1	AZWZ01000002.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_1.2_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWZ01000014.1.region001	AZWZ01000014.1	AZWZ01000014.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_10.11_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWZ01000030.1.region001	AZWZ01000030.1	AZWZ01000030.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_26.27_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWZ01000040.1.region001	AZWZ01000040.1	AZWZ01000040.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_36.37_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWZ01000062.1.region001	AZWZ01000062.1	AZWZ01000062.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_58.59_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWZ01000070.1.region001	AZWZ01000070.1	AZWZ01000070.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_66.67_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWZ01000071.1.region001	AZWZ01000071.1	AZWZ01000071.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_67.68_C, whole genome shotgun sequence	T1PKS	PKSI		
AZWZ01000075.1.region001	AZWZ01000075.1	AZWZ01000075.1 Streptomyces sp. CNT371 B105DRAFT_scaffold_71.72_C, whole genome shotgun sequence	T1PKS	PKSI		
AZXC01000001.1.region001	AZXC01000001.1	AZXC01000001.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_0.1_C, whole genome shotgun sequence	T1PKS	PKSI		
AZXC01000010.1.region001	AZXC01000010.1	AZXC01000010.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_7.8_C, whole genome shotgun sequence	hglE-KS.lanthipeptide.T1PKS	Others		
AZXC01000013.1.region001	AZXC01000013.1	AZXC01000013.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_10.11_C, whole genome shotgun sequence	T1PKS	PKSI		
AZXC01000013.1.region003	AZXC01000013.1	AZXC01000013.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_10.11_C, whole genome shotgun sequence	T1PKS	PKSI		
AZXC01000047.1.region001	AZXC01000047.1	AZXC01000047.1 Streptomyces sp. CNR698 B101DRAFT_scaffold_42.43_C, whole genome shotgun sequence	butyrolactone.T1PKS	Others		
BEYQ01000006.1.region002	BEYQ01000006.1	BEYQ01000006.1 Microcystis aeruginosa NIES-298 DNA, sequence06, whole genome shotgun sequence	T1PKS	PKSI		
BGC0000001.1	BGC0000001.1	Abyssomicin biosynthetic gene cluster	t1pks	PKSI	Verrucosispora maris AB-18-032	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Verrucosispora
BGC0000002.1	BGC0000002.1	Aculeximycin biosynthetic gene cluster	t1pks.oligosaccharide	Others	Kutzneria albida DSM 43870	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Kutzneria
BGC0000003.1	BGC0000003.1	AF-toxin biosynthetic gene cluster	t1pks	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0000004.1	BGC0000004.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000006.1	BGC0000006.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000007.1	BGC0000007.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000008.1	BGC0000008.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000009.1	BGC0000009.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus nomius	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000011.1	BGC0000011.1	Aflatoxin/sterigmatocystin biosynthetic gene cluster	t1pks	PKSI	Aspergillus ochraceoroseus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000012.1	BGC0000012.1	Alternapyrone biosynthetic gene cluster	t1pks	PKSI	Alternaria solani	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria
BGC0000013.1	BGC0000013.1	Alternariol biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000014.1	BGC0000014.1	Ambruticin biosynthetic gene cluster	t1pks	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000015.1	BGC0000015.1	Amphotericin biosynthetic gene cluster	t1pks	PKSI	Streptomyces nodosus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000017.1	BGC0000017.1	Anatoxin biosynthetic gene cluster	t1pks	PKSI	[Oscillatoria] sp. PCC 6506	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Kamptonema
BGC0000018.1	BGC0000018.1	Angolamycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces eurythermus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000020.1	BGC0000020.1	Ansamitocin biosynthetic gene cluster	t1pks	PKSI	Actinosynnema pretiosum subsp. auranticum	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Actinosynnema
BGC0000022.1	BGC0000022.1	Asperfuranone biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000023.1	BGC0000023.1	Aurafuron biosynthetic gene cluster	t1pks	PKSI	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0000024.1	BGC0000024.1	Aureothin biosynthetic gene cluster	t1pks	PKSI	Streptomyces thioluteus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000026.1	BGC0000026.1	Avilamycin A biosynthetic gene cluster	t1pks.oligosaccharide	Others	Streptomyces viridochromogenes Tue57	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000027.1	BGC0000027.1	Azaphilone biosynthetic gene cluster	t1pks	PKSI	Monascus pilosus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus
BGC0000028.1	BGC0000028.1	Bafilomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces lohii	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000029.1	BGC0000029.1	BE-14106 biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. DSM 21069	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000030.1	BGC0000030.1	Bikaverin biosynthetic gene cluster	t1pks	PKSI	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0000031.1	BGC0000031.1	Borrelidin biosynthetic gene cluster	t1pks	PKSI	Streptomyces parvulus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000032.1	BGC0000032.1	Calcimycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces chartreusis NRRL 3882	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000033.1	BGC0000033.1	Calicheamicin biosynthetic gene cluster	t1pks.oligosaccharide	Others	Micromonospora echinospora	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000034.1	BGC0000034.1	Candicidin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. FR-008	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000035.1	BGC0000035.1	Chalcomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces bikiniensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000036.1	BGC0000036.1	Chlorothricin biosynthetic gene cluster	t1pks	PKSI	Streptomyces antibioticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000037.1	BGC0000037.1	Cichorine biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000038.1	BGC0000038.1	Coelimycin biosynthetic gene cluster	t1pks.butyrolactone	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000039.1	BGC0000039.1	Compactin biosynthetic gene cluster	t1pks	PKSI	Penicillium citrinum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000040.1	BGC0000040.1	Concanamycin A biosynthetic gene cluster	t1pks	PKSI	Streptomyces neyagawaensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000041.1	BGC0000041.1	Coronafacic acid biosynthetic gene cluster	t1pks	PKSI	Pseudomonas syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000042.1	BGC0000042.1	Cremimycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. MJ635-86F5	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000043.1	BGC0000043.1	Curacin A biosynthetic gene cluster	t1pks	PKSI	Moorea producens 19L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0000044.1	BGC0000044.1	Dawenol biosynthetic gene cluster	t1pks	PKSI	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0000045.1	BGC0000045.1	Dehydrocurvularin biosynthetic gene cluster	t1pks	PKSI	Aspergillus terreus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000046.1	BGC0000046.1	Depudecin biosynthetic gene cluster	t1pks	PKSI	Alternaria brassicicola	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria
BGC0000047.1	BGC0000047.1	Dihydrochalcomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. KCTC 0041BP	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000048.1	BGC0000048.1	Dothistromin biosynthetic gene cluster	t1pks	PKSI	Mycosphaerella pini	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Mycosphaerellaceae,Mycosphaerella
