#BGC Name	Family Number
CP040916.1.region024	2920
CP040916.1.region039	2935
CP040916.1.region043	2939
CP049782.1.region014	2967
CP049782.1.region015	2968
CP049782.1.region016	2969
DS999641.1.region009	2990
DS999641.1.region020	3001
FTMA01000001.1.region001	3019
FTMA01000001.1.region002	3020
GG657754.1.region007	3029
GG657754.1.region008	3030
GG657754.1.region013	3035
GG657754.1.region020	3042
GG657754.1.region021	3043
GG657754.1.region039	3061
GG657758.1.region005	3067
AL645882.2.region017	3069
CP009124.1.region010	3069
DS999641.1.region011	3069
GG657758.1.region007	3069
PPFB01000001.1.region010	3069
GG740015.1.region001	3093
JAACKE010000001.region015	3226
JAACKE010000002.region002	3229
JAACKE010000003.region002	3235
JAACKE010000003.region008	3241
JAACKE010000004.region003	3245
JAAFZY010000005.region001	3248
JAIY01000003.1.region001	3250
JAIY01000003.1.region007	3256
JAIY01000004.1.region002	3258
JAIY01000016.1.region002	3278
JAIY01000016.1.region003	3279
JAIY01000016.1.region005	3281
JAIY01000020.1.region001	3285
JAIY01000020.1.region002	3286
JH815185.1.region002	3326
JH976537.1.region001	3327
JH976537.1.region004	3330
JH976537.1.region005	3331
JH976537.1.region006	3332
JH980292.1.region003	3335
JH992898.1.region006	3354
JH992898.1.region011	3359
JH992901.1.region002	3362
JH992901.1.region004	3364
JH992901.1.region005	3365
JH993797.1.region003	3379
JH993797.1.region010	3386
JMCC02000026.1.region001	3393
JMCC02000028.1.region001	3395
JMCC02000066.1.region001	3404
PVNL01000057.1.region001	3404
JMCC02000107.1.region001	3414
AUEV01000002.1.region002	3455
AUFD01000005.1.region001	3455
AUKN01000002.1.region003	3455
AUKP01000018.1.region001	3455
AUKQ01000004.1.region001	3455
AUKW01000002.1.region003	3455
AXVU01000007.1.region002	3455
AZWL01000001.1.region004	3455
AZWZ01000031.1.region001	3455
GG657758.1.region004	3455
JNID01000036.1.region002	3455
KB897382.1.region001	3455
KB897636.1.region001	3455
KB897733.1.region001	3455
KE384246.1.region002	3455
LNBE01000003.1.region005	3455
JNYZ01000007.1.region002	3518
JNYZ01000010.1.region002	3521
JNYZ01000020.1.region002	3528
JNYZ01000024.1.region001	3530
JOIW01000001.1.region002	3536
PTJS01000001.1.region025	3536
JOIW01000002.1.region001	3537
JOIW01000003.1.region001	3540
JOIW01000013.1.region002	3558
BGC0000658.1	3559
JNLT01000018.1.region001	3559
JOIW01000014.1.region001	3559
JOIW01000015.1.region001	3560
PTJS01000001.1.region017	3560
JQMD01000002.1.region005	3571
JQMD01000002.1.region007	3573
AP009552.1.region009	3579
AP019314.1.region004	3579
JXYX01000007.1.region001	3579
AP009552.1.region003	3583
AP019314.1.region010	3583
BEYQ01000006.1.region001	3583
CP020771.1.region010	3583
JXYX01000016.1.region001	3583
KB217478.1.region010	3594
KB217478.1.region012	3596
KB217478.1.region014	3598
KB217478.1.region021	3605
KB235914.1.region005	3620
KB235922.1.region008	3636
KB235922.1.region012	3640
KB235922.1.region013	3641
KB235930.1.region003	3647
KB235930.1.region004	3648
KB235930.1.region008	3652
KB235941.1.region001	3657
KB235942.1.region001	3659
KB235944.1.region001	3660
KB235948.1.region008	3668
AUKP01000030.1.region001	3742
AZWZ01000049.1.region001	3742
JNID01000009.1.region001	3742
KB897387.1.region001	3742
KB897646.1.region001	3742
KB897741.1.region001	3742
AXVU01000092.1.region001	3754
JNID01000045.1.region001	3754
KB897417.1.region001	3754
KB897677.1.region001	3754
KB897756.1.region001	3754
AUKP01000052.1.region001	3803
AZWL01000052.1.region001	3803
AZWZ01000059.1.region001	3803
JNID01000049.1.region001	3803
KB897408.1.region001	3803
KB897660.1.region001	3803
KB897746.1.region001	3803
AUKP01000050.1.region001	3806
AZWZ01000060.1.region001	3806
BGC0000652.1	3806
BGC0001079.1	3806
KB897671.1.region001	3806
AUKP01000019.1.region001	3838
AZWZ01000019.1.region001	3838
JNID01000029.1.region001	3838
KB897385.1.region001	3838
KB897650.1.region001	3838
KB897734.1.region001	3838
KB897773.1.region001	3854
KB897778.1.region003	3862
KB897782.1.region003	3867
KB897787.1.region002	3876
KB898222.1.region001	3888
KB898222.1.region002	3889
KB898224.1.region002	3891
KB898227.1.region001	3895
AZXC01000014.1.region002	3920
KB846715.1.region005	3920
KB898270.1.region006	3920
AUFD01000009.1.region002	3921
AZXC01000014.1.region001	3921
KB846715.1.region004	3921
KB898270.1.region007	3921
KB898277.1.region001	3932
ABYX02000001.1.region004	3974
CP032543.1.region006	3974
JNLT01000019.1.region001	3974
KB899007.1.region001	3974
KE354156.1.region001	3998
KE354204.1.region001	4004
KE354221.1.region001	4009
KE384251.1.region001	4049
KE384252.1.region001	4050
KE384253.1.region001	4051
KE384503.1.region002	4058
KE384504.1.region001	4059
KE384504.1.region003	4061
KE384521.1.region001	4062
KE650771.1.region002	4069
JH992898.1.region007	4072
KE650771.1.region005	4072
KE650771.1.region007	4074
JH992898.1.region003	4076
KE650771.1.region009	4076
KI911459.1.region001	4101
KI912149.1.region001	4115
KI912151.1.region001	4119
KI912154.1.region001	4126
KI913949.1.region005	4132
KI913949.1.region006	4133
KI928192.1.region002	4135
VILC01000004.1.region001	4135
VILF01000006.1.region001	4135
KI928192.1.region004	4137
KV411303.1.region004	4162
KV411303.1.region007	4165
KV411303.1.region011	4169
KV411304.1.region004	4175
KV411304.1.region006	4177
KV411304.1.region008	4179
BGC0000632.1	4189
KV411304.1.region018	4189
KV411304.1.region019	4190
KV411304.1.region020	4191
KV878783.1.region005	4201
LNBE01000001.1.region002	4204
LNBE01000002.1.region001	4206
LNBE01000002.1.region003	4208
LNBE01000002.1.region009	4214
LNBE01000003.1.region006	4223
LNBE01000003.1.region011	4228
LNBE01000003.1.region014	4231
LNBE01000003.1.region016	4233
LNBE01000004.1.region002	4240
LNBE01000004.1.region004	4242
LXQD01000065.1.region001	4274
LXQD01000297.1.region001	4285
LXQD01000317.1.region001	4291
LXQD01000328.1.region002	4294
LXQD01000350.1.region001	4299
PTJS01000001.1.region011	4332
PTJS01000001.1.region032	4353
PTJS01000001.1.region034	4355
PVNK01000005.1.region001	4357
PVNK01000046.1.region001	4361
PVNK01000047.1.region001	4362
PVNK01000136.1.region001	4371
PVNK01000227.1.region001	4386
JMCC02000120.1.region001	4390
PVNK01000112.1.region001	4390
PVNL01000015.1.region001	4390
PVNL01000034.1.region001	4398
JMCC02000046.1.region002	4404
PVNL01000051.1.region001	4404
PVNL01000096.1.region001	4412
PVNL01000097.1.region001	4413
PVNL01000122.1.region001	4420
JMCC02000007.1.region001	4424
PVNL01000135.1.region001	4424
JMCC02000170.1.region001	4425
PVNL01000135.1.region002	4425
PVNL01000138.1.region001	4426
QCYM01000001.1.region002	4433
QKWM01000001.1.region001	4437
QKWM01000001.1.region006	4442
QKWM01000004.1.region001	4447
QKWM01000004.1.region004	4450
CP003284.1.region007	4472
CP043056.1.region013	4472
VIKV01000181.1.region001	4472
VIKZ01000025.1.region001	4472
VIKX01000020.1.region001	4494
VIKX01000323.1.region001	4505
CP003285.1.region001	4509
CP043056.1.region007	4509
VIKV01000245.1.region001	4509
VIKY01000131.1.region001	4509
VIKZ01000002.1.region001	4509
CP003284.1.region009	4511
CP043056.1.region010	4511
VIKV01000015.1.region001	4511
VIKY01000223.1.region001	4511
VIKZ01000010.1.region001	4511
VIKY01000237.1.region001	4513
KI928193.1.region001	4542
VILB01000032.1.region001	4542
VILC01000094.1.region001	4542
VILC01000149.1.region001	4555
VIKW01000019.1.region001	4562
VILD01000005.1.region001	4562
VILB01000008.1.region001	4567
VILE01000003.1.region001	4567
VIKX01000078.1.region001	4570
VILB01000009.1.region002	4570
VILE01000005.1.region002	4570
VILE01000010.1.region001	4573
VILF01000001.1.region002	4580
KI928193.1.region006	4590
VILF01000006.1.region003	4590
c00520_NODE_52...region001	5050
c00996_NODE_99...region001	5361
c02888_NODE_28...region001	6042
c04162_NODE_41...region001	6296
