BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ABCS01000198.1.region001	ABCS01000198.1	ABCS01000198.1 Plesiocystis pacifica SIR-1 1103186006243, whole genome shotgun sequence	T1PKS	PKSI		
ABCS01000201.1.region001	ABCS01000201.1	ABCS01000201.1 Plesiocystis pacifica SIR-1 1103186006079, whole genome shotgun sequence	T1PKS	PKSI		
ABCS01000213.1.region001	ABCS01000213.1	ABCS01000213.1 Plesiocystis pacifica SIR-1 1103186006242, whole genome shotgun sequence	T1PKS	PKSI		
ABJH01000007.1.region001	ABJH01000007.1	ABJH01000007.1 Streptomyces clavuligerus strain ATCC 27064 cont1.7, whole genome shotgun sequence	nucleoside	Others		
ABJH01000008.1.region001	ABJH01000008.1	ABJH01000008.1 Streptomyces clavuligerus strain ATCC 27064 cont1.8, whole genome shotgun sequence	blactam.NRPS	Others		
ABJH01000022.1.region001	ABJH01000022.1	ABJH01000022.1 Streptomyces clavuligerus strain ATCC 27064 cont1.22, whole genome shotgun sequence	terpene	Terpene		
ABJH01000025.1.region001	ABJH01000025.1	ABJH01000025.1 Streptomyces clavuligerus strain ATCC 27064 cont1.25, whole genome shotgun sequence	NRPS	NRPS		
ABJH01000026.1.region001	ABJH01000026.1	ABJH01000026.1 Streptomyces clavuligerus strain ATCC 27064 cont1.26, whole genome shotgun sequence	NRPS-like	NRPS		
ABJH01000031.1.region001	ABJH01000031.1	ABJH01000031.1 Streptomyces clavuligerus strain ATCC 27064 cont1.31, whole genome shotgun sequence	terpene.amglyccycl	Others		
ABJH01000033.1.region001	ABJH01000033.1	ABJH01000033.1 Streptomyces clavuligerus strain ATCC 27064 cont1.33, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABJH01000045.1.region001	ABJH01000045.1	ABJH01000045.1 Streptomyces clavuligerus strain ATCC 27064 cont1.45, whole genome shotgun sequence	butyrolactone	Others		
ABJH01000091.1.region001	ABJH01000091.1	ABJH01000091.1 Streptomyces clavuligerus strain ATCC 27064 cont1.91, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABJH01000100.1.region001	ABJH01000100.1	ABJH01000100.1 Streptomyces clavuligerus strain ATCC 27064 cont1.100, whole genome shotgun sequence	NRPS	NRPS		
ABJH01000101.1.region001	ABJH01000101.1	ABJH01000101.1 Streptomyces clavuligerus strain ATCC 27064 cont1.101, whole genome shotgun sequence	butyrolactone	Others		
ABJH01000136.1.region001	ABJH01000136.1	ABJH01000136.1 Streptomyces clavuligerus strain ATCC 27064 cont1.136, whole genome shotgun sequence	terpene	Terpene		
ABJH01000139.1.region001	ABJH01000139.1	ABJH01000139.1 Streptomyces clavuligerus strain ATCC 27064 cont1.139, whole genome shotgun sequence	indole	Others		
ABJH01000154.1.region001	ABJH01000154.1	ABJH01000154.1 Streptomyces clavuligerus strain ATCC 27064 cont1.154, whole genome shotgun sequence	NRPS	NRPS		
ABJH01000155.1.region001	ABJH01000155.1	ABJH01000155.1 Streptomyces clavuligerus strain ATCC 27064 cont1.155, whole genome shotgun sequence	terpene.NRPS	Others		
ABJH01000207.1.region001	ABJH01000207.1	ABJH01000207.1 Streptomyces clavuligerus strain ATCC 27064 cont1.207, whole genome shotgun sequence	terpene	Terpene		
ABJH01000209.1.region001	ABJH01000209.1	ABJH01000209.1 Streptomyces clavuligerus strain ATCC 27064 cont1.209, whole genome shotgun sequence	lanthipeptide.terpene	Others		
ABJH01000263.1.region001	ABJH01000263.1	ABJH01000263.1 Streptomyces clavuligerus strain ATCC 27064 cont1.263, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABJH01000269.1.region001	ABJH01000269.1	ABJH01000269.1 Streptomyces clavuligerus strain ATCC 27064 cont1.269, whole genome shotgun sequence	NRPS	NRPS		
ABJH01000280.1.region001	ABJH01000280.1	ABJH01000280.1 Streptomyces clavuligerus strain ATCC 27064 cont1.280, whole genome shotgun sequence	terpene	Terpene		
ABJH01000362.1.region001	ABJH01000362.1	ABJH01000362.1 Streptomyces clavuligerus strain ATCC 27064 cont1.362, whole genome shotgun sequence	melanin	Others		
ABJH01000364.1.region001	ABJH01000364.1	ABJH01000364.1 Streptomyces clavuligerus strain ATCC 27064 cont1.364, whole genome shotgun sequence	T1PKS	PKSI		
ABJH01000401.1.region001	ABJH01000401.1	ABJH01000401.1 Streptomyces clavuligerus strain ATCC 27064 cont1.401, whole genome shotgun sequence	NRPS	NRPS		
ABJH01000402.1.region001	ABJH01000402.1	ABJH01000402.1 Streptomyces clavuligerus strain ATCC 27064 cont1.402, whole genome shotgun sequence	NRPS	NRPS		
ABJH01000404.1.region001	ABJH01000404.1	ABJH01000404.1 Streptomyces clavuligerus strain ATCC 27064 cont1.404, whole genome shotgun sequence	lassopeptide	RiPPs		
ABJH01000459.1.region001	ABJH01000459.1	ABJH01000459.1 Streptomyces clavuligerus strain ATCC 27064 cont1.459, whole genome shotgun sequence	terpene	Terpene		
ABJH01000473.1.region001	ABJH01000473.1	ABJH01000473.1 Streptomyces clavuligerus strain ATCC 27064 cont1.473, whole genome shotgun sequence	T1PKS	PKSI		
ABJH01000476.1.region001	ABJH01000476.1	ABJH01000476.1 Streptomyces clavuligerus strain ATCC 27064 cont1.476, whole genome shotgun sequence	ectoine.phosphoglycolipid.NRPS	Others		
ABJH01000477.1.region001	ABJH01000477.1	ABJH01000477.1 Streptomyces clavuligerus strain ATCC 27064 cont1.477, whole genome shotgun sequence	NRPS	NRPS		
ABJH01000478.1.region001	ABJH01000478.1	ABJH01000478.1 Streptomyces clavuligerus strain ATCC 27064 cont1.478, whole genome shotgun sequence	bacteriocin	RiPPs		
ABJH01000482.1.region001	ABJH01000482.1	ABJH01000482.1 Streptomyces clavuligerus strain ATCC 27064 cont1.482, whole genome shotgun sequence	siderophore	Others		
ABJH01000487.1.region001	ABJH01000487.1	ABJH01000487.1 Streptomyces clavuligerus strain ATCC 27064 cont1.487, whole genome shotgun sequence	melanin	Others		
ABJH01000492.1.region001	ABJH01000492.1	ABJH01000492.1 Streptomyces clavuligerus strain ATCC 27064 cont1.492, whole genome shotgun sequence	bacteriocin	RiPPs		
ABJH01000516.1.region001	ABJH01000516.1	ABJH01000516.1 Streptomyces clavuligerus strain ATCC 27064 cont1.516, whole genome shotgun sequence	indole	Others		
ABJH01000545.1.region001	ABJH01000545.1	ABJH01000545.1 Streptomyces clavuligerus strain ATCC 27064 cont1.545, whole genome shotgun sequence	siderophore	Others		
ABJH01000551.1.region001	ABJH01000551.1	ABJH01000551.1 Streptomyces clavuligerus strain ATCC 27064 cont1.551, whole genome shotgun sequence	terpene	Terpene		
ABJH01000556.1.region001	ABJH01000556.1	ABJH01000556.1 Streptomyces clavuligerus strain ATCC 27064 cont1.556, whole genome shotgun sequence	NRPS-like	NRPS		
ABJH01000561.1.region001	ABJH01000561.1	ABJH01000561.1 Streptomyces clavuligerus strain ATCC 27064 cont1.561, whole genome shotgun sequence	PKS-like	PKSother		
ABJH01000563.1.region001	ABJH01000563.1	ABJH01000563.1 Streptomyces clavuligerus strain ATCC 27064 cont1.563, whole genome shotgun sequence	ectoine	Others		
ABYC01000001.1.region001	ABYC01000001.1	ABYC01000001.1 Streptomyces albidoflavus strain J1074 cont3.1, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000005.1.region001	ABYC01000005.1	ABYC01000005.1 Streptomyces albidoflavus strain J1074 cont3.5, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000006.1.region001	ABYC01000006.1	ABYC01000006.1 Streptomyces albidoflavus strain J1074 cont3.6, whole genome shotgun sequence	NRPS-like	NRPS		
ABYC01000011.1.region001	ABYC01000011.1	ABYC01000011.1 Streptomyces albidoflavus strain J1074 cont3.11, whole genome shotgun sequence	T1PKS.NRPS.lanthipeptide	Others		
ABYC01000012.1.region001	ABYC01000012.1	ABYC01000012.1 Streptomyces albidoflavus strain J1074 cont3.12, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ABYC01000015.1.region001	ABYC01000015.1	ABYC01000015.1 Streptomyces albidoflavus strain J1074 cont3.15, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ABYC01000016.1.region001	ABYC01000016.1	ABYC01000016.1 Streptomyces albidoflavus strain J1074 cont3.16, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000018.1.region001	ABYC01000018.1	ABYC01000018.1 Streptomyces albidoflavus strain J1074 cont3.18, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000019.1.region001	ABYC01000019.1	ABYC01000019.1 Streptomyces albidoflavus strain J1074 cont3.19, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000020.1.region001	ABYC01000020.1	ABYC01000020.1 Streptomyces albidoflavus strain J1074 cont3.20, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000021.1.region001	ABYC01000021.1	ABYC01000021.1 Streptomyces albidoflavus strain J1074 cont3.21, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000022.1.region001	ABYC01000022.1	ABYC01000022.1 Streptomyces albidoflavus strain J1074 cont3.22, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000023.1.region001	ABYC01000023.1	ABYC01000023.1 Streptomyces albidoflavus strain J1074 cont3.23, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000024.1.region001	ABYC01000024.1	ABYC01000024.1 Streptomyces albidoflavus strain J1074 cont3.24, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000025.1.region001	ABYC01000025.1	ABYC01000025.1 Streptomyces albidoflavus strain J1074 cont3.25, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000026.1.region001	ABYC01000026.1	ABYC01000026.1 Streptomyces albidoflavus strain J1074 cont3.26, whole genome shotgun sequence	T1PKS	PKSI		
ABYC01000030.1.region001	ABYC01000030.1	ABYC01000030.1 Streptomyces albidoflavus strain J1074 cont3.30, whole genome shotgun sequence	T3PKS	PKSother		
ABYC01000041.1.region001	ABYC01000041.1	ABYC01000041.1 Streptomyces albidoflavus strain J1074 cont3.41, whole genome shotgun sequence	bacteriocin.terpene	Others		
ABYC01000045.1.region001	ABYC01000045.1	ABYC01000045.1 Streptomyces albidoflavus strain J1074 cont3.45, whole genome shotgun sequence	NRPS-like	NRPS		
ABYC01000118.1.region001	ABYC01000118.1	ABYC01000118.1 Streptomyces albidoflavus strain J1074 cont3.118, whole genome shotgun sequence	ectoine	Others		
ABYC01000188.1.region001	ABYC01000188.1	ABYC01000188.1 Streptomyces albidoflavus strain J1074 cont3.188, whole genome shotgun sequence	siderophore	Others		
ABYC01000213.1.region001	ABYC01000213.1	ABYC01000213.1 Streptomyces albidoflavus strain J1074 cont3.213, whole genome shotgun sequence	NRPS	NRPS		
ABYC01000236.1.region001	ABYC01000236.1	ABYC01000236.1 Streptomyces albidoflavus strain J1074 cont3.236, whole genome shotgun sequence	NRPS	NRPS		
ABYC01000237.1.region001	ABYC01000237.1	ABYC01000237.1 Streptomyces albidoflavus strain J1074 cont3.237, whole genome shotgun sequence	NRPS	NRPS		
ABYC01000250.1.region001	ABYC01000250.1	ABYC01000250.1 Streptomyces albidoflavus strain J1074 cont3.250, whole genome shotgun sequence	NRPS	NRPS		
ABYC01000253.1.region001	ABYC01000253.1	ABYC01000253.1 Streptomyces albidoflavus strain J1074 cont3.253, whole genome shotgun sequence	NRPS-like	NRPS		
ABYC01000294.1.region001	ABYC01000294.1	ABYC01000294.1 Streptomyces albidoflavus strain J1074 cont3.294, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABYC01000305.1.region001	ABYC01000305.1	ABYC01000305.1 Streptomyces albidoflavus strain J1074 cont3.305, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYC01000314.1.region001	ABYC01000314.1	ABYC01000314.1 Streptomyces albidoflavus strain J1074 cont3.314, whole genome shotgun sequence	LAP	RiPPs		
ABYC01000351.1.region001	ABYC01000351.1	ABYC01000351.1 Streptomyces albidoflavus strain J1074 cont3.351, whole genome shotgun sequence	terpene	Terpene		
ABYC01000374.1.region001	ABYC01000374.1	ABYC01000374.1 Streptomyces albidoflavus strain J1074 cont3.374, whole genome shotgun sequence	terpene	Terpene		
ABYC01000403.1.region001	ABYC01000403.1	ABYC01000403.1 Streptomyces albidoflavus strain J1074 cont3.403, whole genome shotgun sequence	siderophore	Others		
ABYC01000404.1.region001	ABYC01000404.1	ABYC01000404.1 Streptomyces albidoflavus strain J1074 cont3.404, whole genome shotgun sequence	siderophore	Others		
ABYC01000412.1.region001	ABYC01000412.1	ABYC01000412.1 Streptomyces albidoflavus strain J1074 cont3.412, whole genome shotgun sequence	NRPS	NRPS		
ABYC01000434.1.region001	ABYC01000434.1	ABYC01000434.1 Streptomyces albidoflavus strain J1074 cont3.434, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYC01000443.1.region001	ABYC01000443.1	ABYC01000443.1 Streptomyces albidoflavus strain J1074 cont3.443, whole genome shotgun sequence	PKS-like	PKSother		
ABYC01000465.1.region001	ABYC01000465.1	ABYC01000465.1 Streptomyces albidoflavus strain J1074 cont3.465, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYC01000471.1.region001	ABYC01000471.1	ABYC01000471.1 Streptomyces albidoflavus strain J1074 cont3.471, whole genome shotgun sequence	terpene	Terpene		
ABYC01000474.1.region001	ABYC01000474.1	ABYC01000474.1 Streptomyces albidoflavus strain J1074 cont3.474, whole genome shotgun sequence	terpene	Terpene		
ABYC01000481.1.region001	ABYC01000481.1	ABYC01000481.1 Streptomyces albidoflavus strain J1074 cont3.481, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYC01000500.1.region001	ABYC01000500.1	ABYC01000500.1 Streptomyces albidoflavus strain J1074 cont3.500, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region001	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region002	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region003	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS-like.T1PKS.nucleoside	Others		
ABYX02000001.1.region004	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	terpene	Terpene		
ABYX02000001.1.region005	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region006	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	ectoine	Others		
ABYX02000001.1.region007	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABYX02000001.1.region008	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	siderophore	Others		
ABYX02000001.1.region009	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region010	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	betalactone.NRPS.phosphonate	Others		
ABYX02000001.1.region011	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T2PKS	PKSother		
ABYX02000001.1.region012	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lassopeptide.NRPS.siderophore	Others		
ABYX02000001.1.region013	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABYX02000001.1.region014	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region015	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lanthipeptide	RiPPs		
ABYX02000001.1.region016	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	terpene	Terpene		
ABYX02000001.1.region017	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region018	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	siderophore	Others		
ABYX02000001.1.region019	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	oligosaccharide.T1PKS	Others		
ABYX02000001.1.region020	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region021	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region022	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYX02000001.1.region023	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	terpene	Terpene		
ABYX02000001.1.region024	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region025	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	bacteriocin	RiPPs		
ABYX02000001.1.region026	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region027	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	melanin	Others		
ABYX02000001.1.region028	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T3PKS	PKSother		
ABYX02000001.1.region029	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region030	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS-like	NRPS		
ABZX01000044.1.region001	ABZX01000044.1	ABZX01000044.1 Bacteroides fragilis 3_1_12 cont1.44, whole genome shotgun sequence	NRPS-like	NRPS		
ACAA02000005.1.region001	ACAA02000005.1	ACAA02000005.1 Bacteroides sp. 9_1_42FAA cont2.5, whole genome shotgun sequence	arylpolyene	Others		
ACAA02000013.1.region001	ACAA02000013.1	ACAA02000013.1 Bacteroides sp. 9_1_42FAA cont2.13, whole genome shotgun sequence	betalactone	Others		
ACDI02000014.1.region001	ACDI02000014.1	ACDI02000014.1 Bacteroides dorei 5_1_36/D4 cont2.14, whole genome shotgun sequence	arylpolyene	Others		
ACDI02000015.1.region001	ACDI02000015.1	ACDI02000015.1 Bacteroides dorei 5_1_36/D4 cont2.15, whole genome shotgun sequence	bacteriocin	RiPPs		
ACGA02000059.1.region001	ACGA02000059.1	ACGA02000059.1 Bacteroides sp. D2 cont2.59, whole genome shotgun sequence	arylpolyene	Others		
ACGB01000020.1.region001	ACGB01000020.1	ACGB01000020.1 Acidaminococcus intestini strain D21 cont1.20, whole genome shotgun sequence	sactipeptide	RiPPs		
ACOG02000019.1.region001	ACOG02000019.1	ACOG02000019.1 Lactobacillus crispatus MV-1A-US cont2.19, whole genome shotgun sequence	bacteriocin	RiPPs		
ACOG02000027.1.region001	ACOG02000027.1	ACOG02000027.1 Lactobacillus crispatus MV-1A-US cont2.27, whole genome shotgun sequence	LAP	RiPPs		
ACOG02000056.1.region001	ACOG02000056.1	ACOG02000056.1 Lactobacillus crispatus MV-1A-US cont2.56, whole genome shotgun sequence	bacteriocin	RiPPs		
ACOG02000093.1.region001	ACOG02000093.1	ACOG02000093.1 Lactobacillus crispatus MV-1A-US cont2.93, whole genome shotgun sequence	bacteriocin	RiPPs		
ACOG02000094.1.region001	ACOG02000094.1	ACOG02000094.1 Lactobacillus crispatus MV-1A-US cont2.94, whole genome shotgun sequence	bacteriocin	RiPPs		
ACPP01000034.1.region001	ACPP01000034.1	ACPP01000034.1 Bacteroides fragilis strain 2_1_16 cont1.34, whole genome shotgun sequence	NRPS-like	NRPS		
ACQH01000068.1.region001	ACQH01000068.1	ACQH01000068.1 Prevotella sp. oral taxon 317 str. F0108 cont2.68, whole genome shotgun sequence	arylpolyene	Others		
ACRB01000026.1.region001	ACRB01000026.1	ACRB01000026.1 Prevotella buccae D17 cont1.26, whole genome shotgun sequence	arylpolyene	Others		
ACRB01000131.1.region001	ACRB01000131.1	ACRB01000131.1 Prevotella buccae D17 cont1.131, whole genome shotgun sequence	NRPS	NRPS		
ACRB01000132.1.region001	ACRB01000132.1	ACRB01000132.1 Prevotella buccae D17 cont1.132, whole genome shotgun sequence	NRPS-like	NRPS		
ACRC01000030.1.region001	ACRC01000030.1	ACRC01000030.1 Achromobacter xylosoxidans C54 cont1.30, whole genome shotgun sequence	siderophore	Others		
ACRC01000040.1.region001	ACRC01000040.1	ACRC01000040.1 Achromobacter xylosoxidans C54 cont1.40, whole genome shotgun sequence	terpene	Terpene		
ACRC01000073.1.region001	ACRC01000073.1	ACRC01000073.1 Achromobacter xylosoxidans C54 cont1.73, whole genome shotgun sequence	T1PKS	PKSI		
ACRC01000356.1.region001	ACRC01000356.1	ACRC01000356.1 Achromobacter xylosoxidans C54 cont1.356, whole genome shotgun sequence	betalactone	Others		
ACRC01000366.1.region001	ACRC01000366.1	ACRC01000366.1 Achromobacter xylosoxidans C54 cont1.366, whole genome shotgun sequence	phosphonate	Others		
ACRC01000463.1.region001	ACRC01000463.1	ACRC01000463.1 Achromobacter xylosoxidans C54 cont1.463, whole genome shotgun sequence	arylpolyene	Others		
ACRC01000513.1.region001	ACRC01000513.1	ACRC01000513.1 Achromobacter xylosoxidans C54 cont1.513, whole genome shotgun sequence	siderophore	Others		
ACRC01000587.1.region001	ACRC01000587.1	ACRC01000587.1 Achromobacter xylosoxidans C54 cont1.587, whole genome shotgun sequence	ectoine	Others		
ACRC01000617.1.region001	ACRC01000617.1	ACRC01000617.1 Achromobacter xylosoxidans C54 cont1.617, whole genome shotgun sequence	NRPS-like	NRPS		
