BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ABYX02000001.1.region003	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS-like.T1PKS.nucleoside	Others		
ABYX02000001.1.region005	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region009	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region010	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	betalactone.NRPS.phosphonate	Others		
ABYX02000001.1.region012	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	lassopeptide.NRPS.siderophore	Others		
ABYX02000001.1.region014	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region017	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region020	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS	NRPS		
ABYX02000001.1.region021	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region024	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region026	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region029	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
ABYX02000001.1.region030	ABYX02000001.1	ABYX02000001.1 Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence	NRPS-like	NRPS		
ABZX01000044.1.region001	ABZX01000044.1	ABZX01000044.1 Bacteroides fragilis 3_1_12 cont1.44, whole genome shotgun sequence	NRPS-like	NRPS		
ACPP01000034.1.region001	ACPP01000034.1	ACPP01000034.1 Bacteroides fragilis strain 2_1_16 cont1.34, whole genome shotgun sequence	NRPS-like	NRPS		
ACRB01000131.1.region001	ACRB01000131.1	ACRB01000131.1 Prevotella buccae D17 cont1.131, whole genome shotgun sequence	NRPS	NRPS		
ACRB01000132.1.region001	ACRB01000132.1	ACRB01000132.1 Prevotella buccae D17 cont1.132, whole genome shotgun sequence	NRPS-like	NRPS		
ACRC01000617.1.region001	ACRC01000617.1	ACRC01000617.1 Achromobacter xylosoxidans C54 cont1.617, whole genome shotgun sequence	NRPS-like	NRPS		
ACVN02000087.1.region001	ACVN02000087.1	ACVN02000087.1 Propionibacterium acidifaciens F0233 ctg1127964737938, whole genome shotgun sequence	NRPS-like	NRPS		
ACVN02000123.1.region001	ACVN02000123.1	ACVN02000123.1 Propionibacterium acidifaciens F0233 ctg1127964738413, whole genome shotgun sequence	NRPS	NRPS		
ACVN02000145.1.region001	ACVN02000145.1	ACVN02000145.1 Propionibacterium acidifaciens F0233 ctg1127964738409, whole genome shotgun sequence	NRPS	NRPS		
ACVN02000185.1.region001	ACVN02000185.1	ACVN02000185.1 Propionibacterium acidifaciens F0233 ctg1127964738414, whole genome shotgun sequence	NRPS-like	NRPS		
ACVN02000205.1.region001	ACVN02000205.1	ACVN02000205.1 Propionibacterium acidifaciens F0233 ctg1127964737980, whole genome shotgun sequence	NRPS	NRPS		
ACVN02000330.1.region001	ACVN02000330.1	ACVN02000330.1 Propionibacterium acidifaciens F0233 ctg1127964737920, whole genome shotgun sequence	NRPS-like	NRPS		
ACWU01000002.1.region001	ACWU01000002.1	ACWU01000002.1 Pseudomonas aeruginosa strain 2_1_26 cont1.2, whole genome shotgun sequence	NRPS-like	NRPS		
ACWU01000023.1.region001	ACWU01000023.1	ACWU01000023.1 Pseudomonas aeruginosa strain 2_1_26 cont1.23, whole genome shotgun sequence	NRPS	NRPS		
ACWU01000147.1.region001	ACWU01000147.1	ACWU01000147.1 Pseudomonas aeruginosa strain 2_1_26 cont1.147, whole genome shotgun sequence	betalactone.NRPS-like	Others		
ACWU01000219.1.region001	ACWU01000219.1	ACWU01000219.1 Pseudomonas aeruginosa strain 2_1_26 cont1.219, whole genome shotgun sequence	NRPS	NRPS		
ACWU01000231.1.region001	ACWU01000231.1	ACWU01000231.1 Pseudomonas aeruginosa strain 2_1_26 cont1.231, whole genome shotgun sequence	NRPS-like	NRPS		
ACWU01000232.1.region001	ACWU01000232.1	ACWU01000232.1 Pseudomonas aeruginosa strain 2_1_26 cont1.232, whole genome shotgun sequence	NRPS	NRPS		
ACWU01000234.1.region001	ACWU01000234.1	ACWU01000234.1 Pseudomonas aeruginosa strain 2_1_26 cont1.234, whole genome shotgun sequence	NRPS	NRPS		
ACWU01000235.1.region001	ACWU01000235.1	ACWU01000235.1 Pseudomonas aeruginosa strain 2_1_26 cont1.235, whole genome shotgun sequence	NRPS	NRPS		
ACWU01000237.1.region001	ACWU01000237.1	ACWU01000237.1 Pseudomonas aeruginosa strain 2_1_26 cont1.237, whole genome shotgun sequence	NRPS-like	NRPS		
ACWU01000238.1.region001	ACWU01000238.1	ACWU01000238.1 Pseudomonas aeruginosa strain 2_1_26 cont1.238, whole genome shotgun sequence	NRPS	NRPS		
ACWU01000239.1.region001	ACWU01000239.1	ACWU01000239.1 Pseudomonas aeruginosa strain 2_1_26 cont1.239, whole genome shotgun sequence	NRPS	NRPS		
ACWU01000249.1.region001	ACWU01000249.1	ACWU01000249.1 Pseudomonas aeruginosa strain 2_1_26 cont1.249, whole genome shotgun sequence	NRPS	NRPS		
ACYA01000025.1.region001	ACYA01000025.1	ACYA01000025.1 Cylindrospermopsis raciborskii CS-505 CS505_28, whole genome shotgun sequence	NRPS	NRPS		
ACYA01000027.1.region001	ACYA01000027.1	ACYA01000027.1 Cylindrospermopsis raciborskii CS-505 CS505_3, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids		
ADDB02000001.1.region001	ADDB02000001.1	ADDB02000001.1 Fusobacterium nucleatum subsp. polymorphum F0401 supercont2.1, whole genome shotgun sequence	NRPS-like	NRPS		
ADLL01000027.1.region001	ADLL01000027.1	ADLL01000027.1 [Clostridium] clostridioforme 2_1_49FAA cont1.27, whole genome shotgun sequence	NRPS	NRPS		
ADXS01000014.1.region002	ADXS01000014.1	ADXS01000014.1 Cutibacterium acnes HL059PA2 P_acnesHL059PA2-1.0_Cont11.3, whole genome shotgun sequence	NRPS	NRPS		
ADXW01000032.1.region001	ADXW01000032.1	ADXW01000032.1 Cutibacterium acnes HL002PA1 P_acnesHL002PA1-1.0_Cont29.12, whole genome shotgun sequence	NRPS	NRPS		
ADXX01000073.1.region001	ADXX01000073.1	ADXX01000073.1 Cutibacterium acnes HL027PA1 P_acnesHL027PA1-1.0_Cont124.12, whole genome shotgun sequence	NRPS	NRPS		
ADXY01000057.1.region001	ADXY01000057.1	ADXY01000057.1 Cutibacterium acnes HL036PA3 P_acnesHL036PA3-1.0_Cont22.16, whole genome shotgun sequence	NRPS	NRPS		
ADXZ01000053.1.region001	ADXZ01000053.1	ADXZ01000053.1 Cutibacterium acnes HL030PA2 P_acnesHL030PA2-1.0_Cont247.1, whole genome shotgun sequence	NRPS	NRPS		
ADYB01000060.1.region001	ADYB01000060.1	ADYB01000060.1 Cutibacterium acnes HL030PA1 P_acnesHL030PA1-1.0_Cont36.5, whole genome shotgun sequence	NRPS	NRPS		
ADYC01000049.1.region001	ADYC01000049.1	ADYC01000049.1 Cutibacterium acnes HL050PA2 P_acnesHL050PA2-1.0_Cont14.5, whole genome shotgun sequence	NRPS	NRPS		
ADYE01000045.1.region001	ADYE01000045.1	ADYE01000045.1 Cutibacterium acnes HL060PA1 P_acnesHL060PA1-1.0_Cont152.2, whole genome shotgun sequence	NRPS	NRPS		
ADYF01000056.1.region001	ADYF01000056.1	ADYF01000056.1 Cutibacterium acnes HL110PA4 P_acnesHL110PA4-1.0_Cont184.1, whole genome shotgun sequence	NRPS	NRPS		
ADYG01000071.1.region001	ADYG01000071.1	ADYG01000071.1 Cutibacterium acnes HL110PA3 P_acnesHL110PA3-1.0_Cont1258.1, whole genome shotgun sequence	NRPS	NRPS		
ADYH01000002.1.region001	ADYH01000002.1	ADYH01000002.1 [Propionibacterium] humerusii HL037PA2 P_acnesHL037PA2-1.0_Cont1.1, whole genome shotgun sequence	NRPS-like	NRPS		
ADYH01000007.1.region001	ADYH01000007.1	ADYH01000007.1 [Propionibacterium] humerusii HL037PA2 P_acnesHL037PA2-1.0_Cont14.1, whole genome shotgun sequence	NRPS-like	NRPS		
ADYH01000025.1.region001	ADYH01000025.1	ADYH01000025.1 [Propionibacterium] humerusii HL037PA2 P_acnesHL037PA2-1.0_Cont36.1, whole genome shotgun sequence	NRPS	NRPS		
ADYK01000018.1.region001	ADYK01000018.1	ADYK01000018.1 Cutibacterium acnes HL063PA1 P_acnesHL063PA1-1.0_Cont14.4, whole genome shotgun sequence	NRPS	NRPS		
ADYL01000016.1.region002	ADYL01000016.1	ADYL01000016.1 Cutibacterium acnes HL036PA1 P_acnesHL036PA1-1.0_Cont17.4, whole genome shotgun sequence	NRPS	NRPS		
ADYN01000035.1.region001	ADYN01000035.1	ADYN01000035.1 Cutibacterium acnes HL013PA2 P_acnesHL013PA2-1.0_Cont40.5, whole genome shotgun sequence	NRPS	NRPS		
ADYO01000023.1.region001	ADYO01000023.1	ADYO01000023.1 Cutibacterium acnes HL020PA1 P_acnesHL020PA1-1.0_Cont22.4, whole genome shotgun sequence	NRPS	NRPS		
ADYP01000021.1.region001	ADYP01000021.1	ADYP01000021.1 Cutibacterium acnes HL086PA1 P_acnesHL086PA1-1.0_Cont32.4, whole genome shotgun sequence	NRPS	NRPS		
ADYQ01000017.1.region001	ADYQ01000017.1	ADYQ01000017.1 Cutibacterium acnes HL025PA1 P_acnesHL025PA1-1.0_Cont10.3, whole genome shotgun sequence	NRPS	NRPS		
ADYR01000020.1.region001	ADYR01000020.1	ADYR01000020.1 Cutibacterium acnes HL002PA3 P_acnesHL002PA3-1.0_Cont36.3, whole genome shotgun sequence	NRPS	NRPS		
ADYS01000040.1.region001	ADYS01000040.1	ADYS01000040.1 Cutibacterium acnes HL063PA2 P_acnesHL063PA2-1.0_Cont646.6, whole genome shotgun sequence	NRPS	NRPS		
ADYT01000010.1.region001	ADYT01000010.1	ADYT01000010.1 Cutibacterium acnes HL027PA2 P_acnesHL027PA2-1.0_Cont195.3, whole genome shotgun sequence	NRPS	NRPS		
ADYU01000021.1.region001	ADYU01000021.1	ADYU01000021.1 Cutibacterium acnes HL036PA2 P_acnesHL036PA2-1.0_Cont15.3, whole genome shotgun sequence	NRPS	NRPS		
ADYV01000051.1.region002	ADYV01000051.1	ADYV01000051.1 Cutibacterium acnes HL046PA2 P_acnesHL046PA2-1.0_Cont245.5, whole genome shotgun sequence	NRPS	NRPS		
ADYW01000016.1.region001	ADYW01000016.1	ADYW01000016.1 Cutibacterium acnes HL059PA1 P_acnesHL059PA1-1.0_Cont54.3, whole genome shotgun sequence	NRPS	NRPS		
ADZB01000031.1.region001	ADZB01000031.1	ADZB01000031.1 Cutibacterium acnes HL053PA2 P_acnesHL053PA2-1.0_Cont521.3, whole genome shotgun sequence	NRPS	NRPS		
ADZE01000028.1.region001	ADZE01000028.1	ADZE01000028.1 Cutibacterium acnes HL110PA1 P_acnesHL110PA1-1.0_Cont1199.4, whole genome shotgun sequence	NRPS	NRPS		
ADZF01000026.1.region001	ADZF01000026.1	ADZF01000026.1 Cutibacterium acnes HL072PA1 P_acnesHL072PA1-1.0_Cont29.2, whole genome shotgun sequence	NRPS	NRPS		
ADZG01000001.1.region001	ADZG01000001.1	ADZG01000001.1 Cutibacterium acnes HL078PA1 P_acnesHL078PA1-1.0_Cont0.1, whole genome shotgun sequence	NRPS	NRPS		
ADZG01000008.1.region001	ADZG01000008.1	ADZG01000008.1 Cutibacterium acnes HL078PA1 P_acnesHL078PA1-1.0_Cont7.1, whole genome shotgun sequence	NRPS-like	NRPS		
ADZH01000006.1.region001	ADZH01000006.1	ADZH01000006.1 Cutibacterium acnes HL013PA1 P_acnesHL013PA1-1.0_Cont3.1, whole genome shotgun sequence	NRPS	NRPS		
ADZI01000031.1.region001	ADZI01000031.1	ADZI01000031.1 Cutibacterium acnes HL037PA1 P_acnesHL037PA1-1.0_Cont203.8, whole genome shotgun sequence	NRPS	NRPS		
ADZK01000021.1.region002	ADZK01000021.1	ADZK01000021.1 Cutibacterium acnes HL050PA3 P_acnesHL050PA3-1.0_Cont26.3, whole genome shotgun sequence	NRPS	NRPS		
ADZL01000027.1.region001	ADZL01000027.1	ADZL01000027.1 Cutibacterium acnes HL050PA1 P_acnesHL050PA1-1.0_Cont264.9, whole genome shotgun sequence	NRPS	NRPS		
ADZM01000008.1.region001	ADZM01000008.1	ADZM01000008.1 Cutibacterium acnes HL005PA3 P_acnesHL005PA3-1.0_Cont7.1, whole genome shotgun sequence	NRPS	NRPS		
ADZN01000006.1.region001	ADZN01000006.1	ADZN01000006.1 Cutibacterium acnes HL005PA2 P_acnesHL005PA2-1.0_Cont91.1, whole genome shotgun sequence	NRPS	NRPS		
ADZO01000045.1.region001	ADZO01000045.1	ADZO01000045.1 Cutibacterium acnes HL025PA2 P_acnesHL025PA2-1.0_Cont19.7, whole genome shotgun sequence	NRPS	NRPS		
ADZR01000020.1.region001	ADZR01000020.1	ADZR01000020.1 Cutibacterium acnes HL082PA2 P_acnesHL082PA2-1.0_Cont80.2, whole genome shotgun sequence	NRPS	NRPS		
ADZS01000028.1.region001	ADZS01000028.1	ADZS01000028.1 Cutibacterium acnes HL002PA2 P_acnesHL002PA2-1.0_Cont20.3, whole genome shotgun sequence	NRPS	NRPS		
ADZT01000014.1.region001	ADZT01000014.1	ADZT01000014.1 Cutibacterium acnes HL067PA1 P_acnesHL067PA1-1.0_Cont9.5, whole genome shotgun sequence	NRPS	NRPS		
ADZU01000002.1.region001	ADZU01000002.1	ADZU01000002.1 [Propionibacterium] humerusii HL044PA1 P_acnesHL044PA1-1.0_Cont1.1, whole genome shotgun sequence	NRPS	NRPS		
ADZV01000031.1.region001	ADZV01000031.1	ADZV01000031.1 Cutibacterium acnes HL001PA1 P_acnesHL001PA1-1.0_Cont1406.4, whole genome shotgun sequence	NRPS	NRPS		
ADZW01000010.1.region001	ADZW01000010.1	ADZW01000010.1 Cutibacterium acnes HL005PA4 P_acnesHL005PA4-1.0_Cont6.1, whole genome shotgun sequence	NRPS	NRPS		
AE004091.2.region001	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	betalactone.NRPS-like	Others		
AE004091.2.region005	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	NRPS	NRPS		
AE004091.2.region006	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	NRPS	NRPS		
AE004091.2.region008	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	NRPS	NRPS		
AE004091.2.region011	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	NRPS-like	NRPS		
AE004091.2.region013	AE004091.2	AE004091.2 Pseudomonas aeruginosa PAO1, complete genome	phenazine.NRPS	Others		
AFXO01000007.1.region001	AFXO01000007.1	AFXO01000007.1 Streptococcus intermedius F0413 cont1.7, whole genome shotgun sequence	NRPS	NRPS		
AGDH01000005.1.region001	AGDH01000005.1	AGDH01000005.1 Klebsiella oxytoca 09-7231 cont1.5, whole genome shotgun sequence	NRPS	NRPS		
AGDH01000007.1.region001	AGDH01000007.1	AGDH01000007.1 Klebsiella oxytoca 09-7231 cont1.7, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDH01000015.1.region001	AGDH01000015.1	AGDH01000015.1 Klebsiella oxytoca 09-7231 cont1.15, whole genome shotgun sequence	NRPS	NRPS		
AGDI01000002.1.region001	AGDI01000002.1	AGDI01000002.1 Klebsiella michiganensis strain 10-5242 cont1.2, whole genome shotgun sequence	NRPS	NRPS		
AGDJ01000001.1.region002	AGDJ01000001.1	AGDJ01000001.1 Klebsiella oxytoca 10-5243 cont1.1, whole genome shotgun sequence	NRPS	NRPS		
AGDJ01000011.1.region001	AGDJ01000011.1	AGDJ01000011.1 Klebsiella oxytoca 10-5243 cont1.11, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDJ01000014.1.region001	AGDJ01000014.1	AGDJ01000014.1 Klebsiella oxytoca 10-5243 cont1.14, whole genome shotgun sequence	NRPS	NRPS		
AGDK01000003.1.region001	AGDK01000003.1	AGDK01000003.1 Klebsiella oxytoca 10-5244 cont1.3, whole genome shotgun sequence	NRPS	NRPS		
AGDK01000036.1.region001	AGDK01000036.1	AGDK01000036.1 Klebsiella oxytoca 10-5244 cont1.36, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDL01000007.1.region001	AGDL01000007.1	AGDL01000007.1 Klebsiella oxytoca 10-5245 cont1.7, whole genome shotgun sequence	NRPS	NRPS		
AGDL01000020.1.region001	AGDL01000020.1	AGDL01000020.1 Klebsiella oxytoca 10-5245 cont1.20, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDM01000020.1.region001	AGDM01000020.1	AGDM01000020.1 Raoultella ornithinolytica 10-5246 cont1.20, whole genome shotgun sequence	NRPS	NRPS		
AGDM01000035.1.region001	AGDM01000035.1	AGDM01000035.1 Raoultella ornithinolytica 10-5246 cont1.35, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDO01000001.1.region001	AGDO01000001.1	AGDO01000001.1 Klebsiella oxytoca 10-5249 cont1.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDO01000003.1.region001	AGDO01000003.1	AGDO01000003.1 Klebsiella oxytoca 10-5249 cont1.3, whole genome shotgun sequence	NRPS	NRPS		
AGDO01000033.1.region001	AGDO01000033.1	AGDO01000033.1 Klebsiella oxytoca 10-5249 cont1.33, whole genome shotgun sequence	NRPS	NRPS		
AGDP01000003.1.region001	AGDP01000003.1	AGDP01000003.1 Klebsiella michiganensis strain 10-5250 cont1.3, whole genome shotgun sequence	NRPS	NRPS		
AGDP01000004.1.region001	AGDP01000004.1	AGDP01000004.1 Klebsiella michiganensis strain 10-5250 cont1.4, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
AGDP01000021.1.region002	AGDP01000021.1	AGDP01000021.1 Klebsiella michiganensis strain 10-5250 cont1.21, whole genome shotgun sequence	NRPS	NRPS		
AGEM01000003.1.region001	AGEM01000003.1	AGEM01000003.1 Corynebacterium sp. HFH0082 acAqB-supercont-complete.C3, whole genome shotgun sequence	NRPS-like	NRPS		
AGEM01000013.1.region002	AGEM01000013.1	AGEM01000013.1 Corynebacterium sp. HFH0082 acAqB-supercont-complete.C13, whole genome shotgun sequence	NRPS	NRPS		
AGWI01000016.1.region001	AGWI01000016.1	AGWI01000016.1 Eubacterium infirmum F0142 cont1.16, whole genome shotgun sequence	NRPS	NRPS		
AGXL01000017.1.region001	AGXL01000017.1	AGXL01000017.1 Bacteroides fragilis CL03T12C07 cont1.17, whole genome shotgun sequence	NRPS-like	NRPS		
AGXM01000016.1.region001	AGXM01000016.1	AGXM01000016.1 Bacteroides fragilis CL07T00C01 cont1.16, whole genome shotgun sequence	NRPS-like	NRPS		
AGXN01000021.1.region001	AGXN01000021.1	AGXN01000021.1 Bacteroides fragilis CL07T12C05 cont1.21, whole genome shotgun sequence	NRPS-like	NRPS		
AHCD02000002.1.region001	AHCD02000002.1	AHCD02000002.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig002, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000003.1.region001	AHCD02000003.1	AHCD02000003.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig003, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000008.1.region001	AHCD02000008.1	AHCD02000008.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig008, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000017.1.region001	AHCD02000017.1	AHCD02000017.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig017, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000023.1.region001	AHCD02000023.1	AHCD02000023.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig023, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000036.1.region001	AHCD02000036.1	AHCD02000036.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig036, whole genome shotgun sequence	betalactone.T1PKS.NRPS	Others		
AHCD02000041.1.region001	AHCD02000041.1	AHCD02000041.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig041, whole genome shotgun sequence	lanthipeptide.NRPS	Others		
AHCD02000074.1.region001	AHCD02000074.1	AHCD02000074.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig074, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000101.1.region001	AHCD02000101.1	AHCD02000101.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig101, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000109.1.region001	AHCD02000109.1	AHCD02000109.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig109, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000115.1.region001	AHCD02000115.1	AHCD02000115.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig115, whole genome shotgun sequence	NRPS	NRPS		
AHCD02000122.1.region001	AHCD02000122.1	AHCD02000122.1 Pseudoalteromonas rubra DSM 6842 strain ATCC 29570 contig122, whole genome shotgun sequence	NRPS	NRPS		
