#BGC Name	Clan Number	Family Number
BGC0000668.1	5	2207
BGC0001126.1	5	2207
BGC0001501.1	5	2207
BGC0001594.1	5	2207
BGC0001595.1	5	2207
BGC0001612.1	5	2207
KE650771.1.region014	5	2207
BGC0001539.1	5	2284
BGC0001673.1	5	2284
CP003219.1.region001	5	2284
CACA01000348.1.region001	5	2449
CACA01000358.1.region001	5	2451
CAFN01000056.1.region001	5	2460
CM001165.1.region002	5	2465
CM001165.1.region010	5	2473
CM001165.1.region014	5	2477
CM001165.1.region017	5	2480
CM001775.1.region004	5	2486
CP000076.1.region003	5	2491
BGC0000924.1	5	2496
CP000076.1.region008	5	2496
AYUD01000001.1.region008	5	2500
CP000076.1.region012	5	2500
CP000094.2.region010	5	2500
LSLE01000016.1.region001	5	2500
AYUD01000021.1.region001	5	2505
CP000076.1.region001	5	2505
CP000094.2.region002	5	2505
CP000094.2.region004	5	2507
AYUD01000001.1.region002	5	2511
CP000076.1.region009	5	2511
CP000094.2.region008	5	2511
CP000117.1.region003	5	2516
CP000117.1.region006	5	2519
CP001037.1.region004	5	2533
CP001037.1.region005	5	2534
CP001037.1.region008	5	2537
CP001037.1.region010	5	2539
CP001037.1.region013	5	2542
CP001344.1.region006	5	2566
CP001683.1.region001	5	2575
CP001683.1.region006	5	2580
CP001683.1.region007	5	2581
CP001683.1.region008	5	2582
CP001683.1.region009	5	2583
CP001683.1.region010	5	2584
CP002198.1.region006	5	2592
CP002199.1.region004	5	2597
CP002200.1.region002	5	2600
CP003219.1.region002	5	2602
CP003219.1.region005	5	2605
CP003219.1.region008	5	2608
CP003219.1.region016	5	2616
CP003219.1.region020	5	2620
CP003219.1.region023	5	2623
CP003229.1.region006	5	2629
CP003229.1.region009	5	2632
CP003229.1.region013	5	2636
CP003229.1.region015	5	2638
CP003549.1.region004	5	2654
CP003549.1.region009	5	2659
CP003594.1.region005	5	2669
CP003597.1.region001	5	2671
CP003600.1.region003	5	2685
CP003600.1.region005	5	2687
CP003600.1.region014	5	2696
CP003610.1.region010	5	2708
CP003642.1.region019	5	2738
CP003642.1.region020	5	2739
CP003642.1.region022	5	2741
CP003946.1.region004	5	2774
CP003946.1.region008	5	2778
AL645882.2.region027	5	2780
CP009124.1.region002	5	2780
AL645882.2.region009	5	2796
AZUS01000010.1.region001	5	2796
BGC0000940.1	5	2796
CP009124.1.region018	5	2796
QKWM01000004.1.region005	5	2796
AL645882.2.region008	5	2797
BGC0000910.1	5	2797
CP009124.1.region019	5	2797
QKWM01000004.1.region006	5	2797
CP011664.1.region001	5	2814
CP011664.1.region004	5	2817
CP011664.1.region010	5	2823
CP011664.1.region023	5	2836
CP011664.1.region024	5	2837
CP011665.1.region002	5	2842
CP011665.1.region003	5	2843
AP018314.1.region005	5	2848
CP020114.1.region003	5	2848
CP032543.1.region001	5	2867
CP032543.1.region016	5	2882
CP032543.1.region023	5	2889
CP040916.1.region001	5	2897
CP040916.1.region002	5	2898
CP040916.1.region005	5	2901
CP040916.1.region009	5	2905
CP040916.1.region016	5	2912
CP040916.1.region017	5	2913
CP040916.1.region018	5	2914
CP040916.1.region023	5	2919
CP040916.1.region029	5	2925
CP040916.1.region031	5	2927
CP040916.1.region043	5	2939
BGC0001359.1	5	2954
CP049782.1.region001	5	2954
CP049782.1.region003	5	2956
CP049782.1.region010	5	2963
CP049782.1.region020	5	2973
CP049782.1.region021	5	2974
CP049782.1.region025	5	2978
CP049782.1.region027	5	2980
DS999641.1.region007	5	2988
DS999641.1.region008	5	2989
DS999641.1.region010	5	2991
DS999641.1.region016	5	2997
DS999641.1.region019	5	3000
DS999641.1.region022	5	3003
DS999641.1.region023	5	3004
DS999641.1.region024	5	3005
FP565176.1.region001	5	3011
FP565176.1.region003	5	3013
GG657754.1.region004	5	3026
GG657754.1.region005	5	3027
GG657754.1.region013	5	3035
GG657754.1.region023	5	3045
GG657754.1.region026	5	3048
GG657754.1.region028	5	3050
GG657754.1.region029	5	3051
GG657754.1.region033	5	3055
GG657754.1.region039	5	3061
GG657758.1.region004	5	3066
GG657758.1.region006	5	3068
PPFB01000001.1.region009	5	3068
GG657758.1.region014	5	3076
GG657758.1.region016	5	3078
GG657758.1.region021	5	3083
GG703886.1.region001	5	3088
GG704825.1.region001	5	3089
GG739927.1.region001	5	3091
GG740073.1.region001	5	3094
GL383280.1.region001	5	3135
GL383323.1.region001	5	3135
GL383588.1.region001	5	3135
GL383757.1.region001	5	3135
GL384531.1.region001	5	3135
GL384561.1.region001	5	3135
JAACKE010000001.region001	5	3212
JAACKE010000001.region002	5	3213
JAACKE010000001.region005	5	3216
JAACKE010000001.region006	5	3217
JAACKE010000001.region007	5	3218
JAACKE010000001.region010	5	3221
JAACKE010000001.region013	5	3224
JAACKE010000002.region001	5	3228
JAACKE010000002.region006	5	3233
JAACKE010000003.region003	5	3236
JAACKE010000003.region006	5	3239
JAACKE010000003.region007	5	3240
JAACKE010000003.region008	5	3241
JAAFZY010000001.region001	5	3247
JAIY01000003.1.region004	5	3253
JAIY01000003.1.region007	5	3256
BGC0000934.1	5	3259
BGC0001078.1	5	3259
BGC0001080.1	5	3259
JAIY01000004.1.region003	5	3259
JAIY01000008.1.region001	5	3266
JAIY01000010.1.region004	5	3271
JAIY01000014.1.region001	5	3274
JAIY01000014.1.region002	5	3275
JAIY01000016.1.region003	5	3279
JAIY01000016.1.region005	5	3281
JAIY01000020.1.region002	5	3286
JH376765.1.region001	5	3295
JH376766.1.region001	5	3296
JH724085.1.region002	5	3301
JH976537.1.region002	5	3328
JH976537.1.region003	5	3329
JH980292.1.region002	5	3334
JH992893.1.region001	5	3344
JH992893.1.region002	5	3345
JH992898.1.region005	5	3353
KE650771.1.region001	5	3353
JH992901.1.region012	5	3372
JH993797.1.region002	5	3378
JH993797.1.region005	5	3381
JMCC02000006.1.region001	5	3389
JMCC02000026.1.region001	5	3393
JMCC02000073.1.region001	5	3407
JMCC02000084.1.region001	5	3410
AUKP01000031.1.region001	5	3447
AUKR01000001.1.region001	5	3447
AXVU01000027.1.region001	5	3447
AZWL01000008.1.region001	5	3447
AZWZ01000012.1.region001	5	3447
JNID01000022.1.region001	5	3447
KB897367.1.region001	5	3447
KB897628.1.region001	5	3447
KB897721.1.region001	5	3447
PPFB01000001.1.region020	5	3447
JNLT01000001.1.region002	5	3467
JNLT01000002.1.region001	5	3468
JNLT01000014.1.region001	5	3485
JNLT01000017.1.region002	5	3488
BGC0000848.1	5	3495
JNLT01000022.1.region003	5	3495
KB898992.1.region001	5	3495
JNYZ01000002.1.region003	5	3514
JNYZ01000003.1.region001	5	3515
JNYZ01000006.1.region001	5	3516
JNYZ01000007.1.region001	5	3517
JNYZ01000010.1.region002	5	3521
JNYZ01000012.1.region001	5	3524
JNYZ01000014.1.region002	5	3526
JNYZ01000032.1.region001	5	3534
JOIW01000003.1.region001	5	3540
JOIW01000005.1.region002	5	3545
JOIW01000005.1.region006	5	3549
JOIW01000006.1.region002	5	3551
JOIW01000013.1.region001	5	3557
JQMD01000002.1.region001	5	3567
JQMD01000002.1.region003	5	3569
JQMD01000002.1.region006	5	3572
AP009552.1.region012	5	3576
AP019314.1.region007	5	3576
BEYQ01000013.1.region001	5	3576
CP020771.1.region007	5	3576
JXYX01000001.1.region001	5	3576
AP009552.1.region003	5	3583
AP019314.1.region010	5	3583
JXYX01000016.1.region001	5	3583
KB217478.1.region016	5	3600
KB217478.1.region019	5	3603
KB217482.1.region001	5	3606
KB217483.1.region004	5	3610
KB217483.1.region005	5	3611
KB217483.1.region008	5	3614
KB235914.1.region007	5	3622
JH992890.1.region002	5	3654
KB235931.1.region001	5	3654
KI912148.1.region001	5	3654
AZXC01000010.1.region001	5	3692
KB846724.1.region003	5	3692
KB898275.1.region002	5	3692
AZXC01000020.1.region002	5	3693
KB846726.1.region001	5	3693
KB897782.1.region002	5	3693
KB898282.1.region001	5	3693
AZXC01000018.1.region001	5	3695
CP032543.1.region015	5	3695
KB846729.1.region001	5	3695
PTJS01000001.1.region023	5	3695
AZXC01000009.1.region001	5	3701
KB846737.1.region001	5	3701
KB898277.1.region002	5	3701
ABYX02000001.1.region018	5	3705
AL645882.2.region014	5	3705
AUEV01000017.1.region001	5	3705
AUFD01000009.1.region001	5	3705
AUKN01000013.1.region002	5	3705
AUKO01000027.1.region001	5	3705
AUKQ01000025.1.region001	5	3705
AUKW01000014.1.region001	5	3705
AZXC01000021.1.region002	5	3705
CM001165.1.region011	5	3705
CP003219.1.region017	5	3705
CP009124.1.region013	5	3705
CP011664.1.region016	5	3705
CP032543.1.region020	5	3705
CP040916.1.region020	5	3705
CP049782.1.region011	5	3705
DS999641.1.region013	5	3705
GG657754.1.region016	5	3705
GG657758.1.region011	5	3705
JAACKE010000001.region012	5	3705
JAIY01000018.1.region002	5	3705
JNLT01000017.1.region001	5	3705
JOIW01000009.1.region001	5	3705
KB846741.1.region002	5	3705
KB897792.1.region001	5	3705
KB898246.1.region001	5	3705
KB898270.1.region002	5	3705
KB899029.1.region001	5	3705
KE354277.1.region001	5	3705
LNBE01000005.1.region001	5	3705
PTJS01000001.1.region018	5	3705
AUKP01000001.1.region001	5	3743
AZWL01000004.1.region002	5	3743
AZWZ01000001.1.region002	5	3743
JNID01000026.1.region001	5	3743
KB897390.1.region001	5	3743
KB897631.1.region001	5	3743
KB897742.1.region001	5	3743
KB897408.1.region001	5	3751
KB897660.1.region001	5	3751
KB897746.1.region001	5	3751
KB897691.1.region001	5	3812
AUKP01000004.1.region001	5	3817
AXVU01000004.1.region002	5	3817
AZWL01000024.1.region001	5	3817
AZWZ01000007.1.region001	5	3817
KB897363.1.region001	5	3817
KB897621.1.region001	5	3817
KB897715.1.region001	5	3817
KL370763.1.region001	5	3817
KB897776.1.region001	5	3855
KB897776.1.region004	5	3858
KB897778.1.region002	5	3861
KB897782.1.region003	5	3867
KB897787.1.region001	5	3875
KB897787.1.region003	5	3877
KB897790.1.region001	5	3878
KB898224.1.region002	5	3891
KB898227.1.region001	5	3895
KB898229.1.region001	5	3899
KB898240.1.region001	5	3906
KB898270.1.region003	5	3917
BGC0000912.1	5	3953
KB898991.1.region002	5	3953
KB899004.1.region002	5	3970
KB899004.1.region003	5	3971
KB899007.1.region001	5	3974
KE150480.1.region001	5	3985
KE354011.1.region001	5	3989
KE354056.1.region001	5	3991
KE354089.1.region001	5	3993
KE354182.1.region001	5	4001
KE354187.1.region001	5	4002
KE354202.1.region001	5	4003
KE354468.1.region001	5	4030
KE354488.1.region001	5	4035
KE384240.1.region004	5	4043
KE384253.1.region001	5	4051
KE384254.1.region001	5	4052
KE384503.1.region001	5	4057
KE650771.1.region013	5	4080
KI391967.1.region001	5	4090
KI391969.1.region001	5	4092
KI669435.1.region001	5	4098
JRNF01000095.1.region001	5	4099
KI669441.1.region001	5	4099
KI669445.1.region001	5	4100
KI913949.1.region001	5	4128
KI928193.1.region007	5	4144
KQ235759.1.region001	5	4158
KV411303.1.region004	5	4162
KV411303.1.region005	5	4163
KV411303.1.region011	5	4169
KV411304.1.region002	5	4173
KV411304.1.region004	5	4175
KV411304.1.region005	5	4176
KV411304.1.region009	5	4180
KV411304.1.region016	5	4187
KV411304.1.region017	5	4188
KV411304.1.region024	5	4195
KV411304.1.region025	5	4196
KV878783.1.region006	5	4202
LNBE01000001.1.region001	5	4203
LNBE01000001.1.region002	5	4204
LNBE01000001.1.region003	5	4205
LNBE01000002.1.region002	5	4207
LNBE01000002.1.region011	5	4216
LNBE01000003.1.region006	5	4223
LNBE01000003.1.region008	5	4225
LNBE01000003.1.region012	5	4229
LNBE01000003.1.region013	5	4230
LNBE01000003.1.region014	5	4231
LNBE01000003.1.region015	5	4232
LNBE01000003.1.region016	5	4233
LNBE01000003.1.region021	5	4238
LNBE01000004.1.region001	5	4239
LNBE01000004.1.region002	5	4240
LNBE01000004.1.region004	5	4242
LNBE01000004.1.region005	5	4243
LNBE01000004.1.region007	5	4245
BGC0001285.1	5	4250
LSLE01000001.1.region001	5	4250
LXQD01000142.1.region001	5	4278
LXQD01000287.1.region001	5	4283
LXQD01000316.1.region001	5	4290
NBOC01000003.1.region001	5	4300
PPFB01000001.1.region001	5	4301
PPFB01000001.1.region002	5	4302
PPFB01000001.1.region011	5	4311
PPFB01000001.1.region018	5	4318
AZUS01000033.1.region001	5	4321
PPFB01000001.1.region021	5	4321
PTJS01000001.1.region016	5	4337
PTJS01000001.1.region020	5	4341
ABYX02000001.1.region006	5	4345
AUEV01000007.1.region001	5	4345
AUFD01000006.1.region001	5	4345
AUKN01000003.1.region001	5	4345
AUKO01000003.1.region001	5	4345
AUKQ01000018.1.region001	5	4345
AUKW01000005.1.region002	5	4345
AZXC01000002.1.region001	5	4345
BGC0000853.1	5	4345
CM001165.1.region018	5	4345
CP003219.1.region006	5	4345
CP009124.1.region020	5	4345
CP032543.1.region007	5	4345
CP040916.1.region013	5	4345
CP049782.1.region018	5	4345
GG657754.1.region025	5	4345
JAACKE010000001.region014	5	4345
JNLT01000001.1.region001	5	4345
JOIW01000031.1.region001	5	4345
KB846736.1.region001	5	4345
KB897783.1.region001	5	4345
KB898232.1.region001	5	4345
KB898274.1.region001	5	4345
KB898995.1.region001	5	4345
LNBE01000004.1.region003	5	4345
PTJS01000001.1.region024	5	4345
QKWM01000004.1.region007	5	4345
JOIW01000003.1.region002	5	4352
PTJS01000001.1.region031	5	4352
PTJS01000001.1.region032	5	4353
PTJS01000001.1.region033	5	4354
PVNK01000017.1.region001	5	4358
PVNK01000071.1.region001	5	4366
PVNK01000207.1.region001	5	4383
PVNL01000015.1.region001	5	4390
PVNK01000108.1.region001	5	4393
PVNL01000029.1.region001	5	4393
PVNL01000030.1.region001	5	4394
PVNL01000030.1.region003	5	4396
PVNL01000045.1.region001	5	4402
JMCC02000046.1.region001	5	4405
PVNL01000051.1.region002	5	4405
ABCS01000001.1.region002	5	4407
JMCC02000121.1.region001	5	4407
PVNK01000177.1.region001	5	4407
PVNL01000058.1.region001	5	4407
PVNL01000105.1.region001	5	4415
QCYM01000009.1.region001	5	4435
QCYM01000024.1.region001	5	4436
QKWM01000002.1.region002	5	4444
QKWM01000003.1.region001	5	4445
QKWM01000003.1.region002	5	4446
QKWM01000004.1.region003	5	4449
QKWM01000004.1.region009	5	4455
QOLE01000001.1.region001	5	4456
QOLE01000001.1.region002	5	4457
QOLE01000001.1.region005	5	4460
QOLE01000001.1.region006	5	4461
AYUD01000001.1.region010	5	4463
BGC0000936.1	5	4463
QOLE01000002.1.region002	5	4463
QOLE01000004.1.region002	5	4463
CP003284.1.region003	5	4473
CP043056.1.region005	5	4473
VIKV01000211.1.region001	5	4473
VIKY01000297.1.region001	5	4473
VIKZ01000011.1.region001	5	4473
VIKW01000020.1.region001	5	4488
VILD01000002.1.region001	5	4488
VILB01000002.1.region001	5	4533
VILB01000013.1.region001	5	4540
VIKX01000037.1.region001	5	4543
VILB01000033.1.region001	5	4543
VILE01000009.1.region001	5	4572
VILE01000011.1.region001	5	4574
VILF01000004.1.region002	5	4586
c00003_NODE_3_...region001	5	4593
c00016_NODE_16...region001	5	4607
c00020_NODE_20...region001	5	4611
c00032_NODE_32...region001	5	4623
c00040_NODE_40...region001	5	4631
c00042_NODE_42...region001	5	4631
c00092_NODE_92...region001	5	4631
c00046_NODE_46...region001	5	4637
c00049_NODE_49...region001	5	4640
c00054_NODE_54...region001	5	4645
c00056_NODE_56...region001	5	4647
c00055_NODE_55...region001	5	4649
c00058_NODE_58...region001	5	4649
c00064_NODE_64...region001	5	4655
c00066_NODE_66...region001	5	4657
c00068_NODE_68...region001	5	4659
c00072_NODE_72...region001	5	4663
c00081_NODE_81...region001	5	4672
c00083_NODE_83...region001	5	4674
c00093_NODE_93...region001	5	4674
c00098_NODE_98...region001	5	4689
c00102_NODE_10...region001	5	4693
c00104_NODE_10...region001	5	4695
c00108_NODE_10...region001	5	4699
c00180_NODE_18...region001	5	4699
c00222_NODE_22...region001	5	4699
c00346_NODE_34...region001	5	4699
c00383_NODE_38...region001	5	4699
c00652_NODE_65...region001	5	4699
c00125_NODE_12...region001	5	4716
c00127_NODE_12...region001	5	4718
c00136_NODE_13...region001	5	4727
c00151_NODE_15...region001	5	4742
c00155_NODE_15...region001	5	4746
c00167_NODE_16...region001	5	4757
c00172_NODE_17...region001	5	4762
c00207_NODE_20...region001	5	4795
c00208_NODE_20...region001	5	4796
c00220_NODE_22...region001	5	4808
c00244_NODE_24...region001	5	4831
c00154_NODE_15...region001	5	4838
c00251_NODE_25...region001	5	4838
c00379_NODE_37...region001	5	4838
JH724082.1.region001	5	4847
c00262_NODE_26...region001	5	4847
c00616_NODE_61...region001	5	4847
c00264_NODE_26...region001	5	4849
c00280_NODE_28...region001	5	4862
c00295_NODE_29...region001	5	4875
c00351_NODE_35...region001	5	4920
c00374_NODE_37...region001	5	4940
c00381_NODE_38...region001	5	4946
c00385_NODE_38...region001	5	4950
c00390_NODE_39...region001	5	4954
c00325_NODE_32...region001	5	4956
c00393_NODE_39...region001	5	4956
c00423_NODE_42...region001	5	4978
c00455_NODE_45...region001	5	5003
c00473_NODE_47...region001	5	5016
c00480_NODE_48...region001	5	5021
c00489_NODE_48...region001	5	5029
c00491_NODE_49...region001	5	5030
c00507_NODE_50...region001	5	5042
c00261_NODE_26...region001	5	5046
c00511_NODE_51...region001	5	5046
c00524_NODE_52...region001	5	5052
c00525_NODE_52...region001	5	5053
c00957_NODE_95...region001	5	5053
c01046_NODE_10...region001	5	5053
c02145_NODE_21...region001	5	5053
c02587_NODE_25...region001	5	5053
c02923_NODE_29...region001	5	5053
c00526_NODE_52...region001	5	5054
c00546_NODE_54...region001	5	5070
c00560_NODE_56...region001	5	5078
c00606_NODE_60...region001	5	5109
c00608_NODE_60...region001	5	5111
c00622_NODE_62...region001	5	5122
c00599_NODE_59...region001	5	5160
c00675_NODE_67...region001	5	5160
c00967_NODE_96...region001	5	5160
c00712_NODE_71...region001	5	5185
c00719_NODE_71...region001	5	5190
c00724_NODE_72...region001	5	5193
c00729_NODE_72...region001	5	5196
c00737_NODE_73...region001	5	5202
c00739_NODE_73...region001	5	5203
c00760_NODE_76...region001	5	5213
c00761_NODE_76...region001	5	5214
c00772_NODE_77...region001	5	5222
c00774_NODE_77...region001	5	5224
c00794_NODE_79...region001	5	5236
c00822_NODE_82...region001	5	5236
c00935_NODE_93...region001	5	5236
c00821_NODE_82...region001	5	5258
c00826_NODE_82...region001	5	5260
c00836_NODE_83...region001	5	5266
c00578_NODE_57...region001	5	5271
c00807_NODE_80...region001	5	5271
c00844_NODE_84...region001	5	5271
c00868_NODE_86...region001	5	5288
c00870_NODE_87...region001	5	5289
c00871_NODE_87...region001	5	5290
c00872_NODE_87...region001	5	5291
c00605_NODE_60...region001	5	5296
c00881_NODE_88...region001	5	5296
c00887_NODE_88...region001	5	5298
c00911_NODE_91...region001	5	5309
c00917_NODE_91...region001	5	5313
c00930_NODE_93...region001	5	5322
c00975_NODE_97...region001	5	5351
c01638_NODE_16...region001	5	5351
c02140_NODE_21...region001	5	5351
c00985_NODE_98...region001	5	5356
c00995_NODE_99...region001	5	5360
c01002_NODE_10...region001	5	5365
c01022_NODE_10...region001	5	5372
c01453_NODE_14...region001	5	5372
c01605_NODE_16...region001	5	5372
c01031_NODE_10...region001	5	5375
c01051_NODE_10...region001	5	5388
c01052_NODE_10...region001	5	5389
c01071_NODE_10...region001	5	5402
c02829_NODE_28...region001	5	5402
c01123_NODE_11...region001	5	5424
c01136_NODE_11...region001	5	5431
c01145_NODE_11...region001	5	5437
c01158_NODE_11...region001	5	5444
c01191_NODE_11...region001	5	5459
c01860_NODE_18...region001	5	5459
c01253_NODE_12...region001	5	5494
c01286_NODE_12...region001	5	5510
c01294_NODE_12...region001	5	5515
c01298_NODE_12...region001	5	5517
c01169_NODE_11...region001	5	5529
c01322_NODE_13...region001	5	5529
c01741_NODE_17...region001	5	5529
c02689_NODE_26...region001	5	5529
c02804_NODE_28...region001	5	5529
c03686_NODE_36...region001	5	5529
c05131_NODE_51...region001	5	5529
c05909_NODE_59...region001	5	5529
c01337_NODE_13...region001	5	5537
c01318_NODE_13...region001	5	5549
c01354_NODE_13...region001	5	5549
c00443_NODE_44...region001	5	5559
c00531_NODE_53...region001	5	5559
c00936_NODE_93...region001	5	5559
c01377_NODE_13...region001	5	5559
c01387_NODE_13...region001	5	5564
c01432_NODE_14...region001	5	5577
c01445_NODE_14...region001	5	5581
c01467_NODE_14...region001	5	5589
c00465_NODE_46...region001	5	5619
c01544_NODE_15...region001	5	5619
c01609_NODE_16...region001	5	5619
c01744_NODE_17...region001	5	5619
c02144_NODE_21...region001	5	5619
c02317_NODE_23...region001	5	5619
c02991_NODE_29...region001	5	5619
c03250_NODE_32...region001	5	5619
c03485_NODE_34...region001	5	5619
c03558_NODE_35...region001	5	5619
c03781_NODE_37...region001	5	5619
c04458_NODE_44...region001	5	5619
c01549_NODE_15...region001	5	5620
c01780_NODE_17...region001	5	5620
c01563_NODE_15...region001	5	5626
c02005_NODE_20...region001	5	5626
c02901_NODE_29...region001	5	5626
c03302_NODE_33...region001	5	5626
c06313_NODE_63...region001	5	5626
c06808_NODE_68...region001	5	5626
c00620_NODE_62...region001	5	5635
c01204_NODE_12...region001	5	5635
c01586_NODE_15...region001	5	5635
c01611_NODE_16...region001	5	5646
c01639_NODE_16...region001	5	5656
c01640_NODE_16...region001	5	5657
c01653_NODE_16...region001	5	5660
c01670_NODE_16...region001	5	5666
c01671_NODE_16...region001	5	5667
c01733_NODE_17...region001	5	5694
c01779_NODE_17...region001	5	5707
c01786_NODE_17...region001	5	5711
c01794_NODE_17...region001	5	5714
c01306_NODE_13...region001	5	5742
c01861_NODE_18...region001	5	5742
c04574_NODE_45...region001	5	5742
c05535_NODE_55...region001	5	5742
c01923_NODE_19...region001	5	5767
c01919_NODE_19...region001	5	5768
c01931_NODE_19...region001	5	5768
c01953_NODE_19...region001	5	5779
c00637_NODE_63...region001	5	5790
c00922_NODE_92...region001	5	5790
c01243_NODE_12...region001	5	5790
c01509_NODE_15...region001	5	5790
c01985_NODE_19...region001	5	5790
c02105_NODE_21...region001	5	5829
c02176_NODE_21...region001	5	5853
c02191_NODE_21...region001	5	5857
c02244_NODE_22...region001	5	5872
c02272_NODE_22...region001	5	5882
c02376_NODE_23...region001	5	5882
c03636_NODE_36...region001	5	5882
c03974_NODE_39...region001	5	5882
c04354_NODE_43...region001	5	5882
c05506_NODE_55...region001	5	5882
c07632_NODE_76...region001	5	5882
c01554_NODE_15...region001	5	5883
c02278_NODE_22...region001	5	5883
c07902_NODE_79...region001	5	5883
c02480_NODE_24...region001	5	5933
c02565_NODE_25...region001	5	5959
c02621_NODE_26...region001	5	5973
c02674_NODE_26...region001	5	5988
c02695_NODE_26...region001	5	5995
c02732_NODE_27...region001	5	5999
c02795_NODE_27...region001	5	6010
c02822_NODE_28...region001	5	6018
c02905_NODE_29...region001	5	6045
c02824_NODE_28...region001	5	6090
c03121_NODE_31...region001	5	6090
c03420_NODE_34...region001	5	6090
c06294_NODE_62...region001	5	6090
c09877_NODE_98...region001	5	6090
c11857_NODE_11...region001	5	6090
c00384_NODE_38...region001	5	6112
c00626_NODE_62...region001	5	6112
c00783_NODE_78...region001	5	6112
